,group,Pig,Tissue,Day,Treatment,Genus,value,All,value2,percent_tot
4056,SRD129_P163_N_D3,163,N,3,Control,Collinsella,0.005085479,3_Control,0.050854793,0.508547933
4057,SRD129_P163_N_D36,163,N,36,Control,Collinsella,0.000930986,36_Control,0.009309856,0.093098563
4058,SRD129_P163_N_D42,163,N,42,Control,Collinsella,5.19E-05,42_Control,0.000519211,0.005192108
4059,SRD129_P163_N_D7,163,N,7,Control,Collinsella,0.003382492,7_Control,0.033824922,0.338249222
4060,SRD129_P164_N_D0,164,N,0,Control,Collinsella,0.001572914,0_Control,0.015729139,0.157291389
4061,SRD129_P164_N_D1,164,N,1,Control,Collinsella,0.001369518,1_Control,0.013695184,0.136951843
4062,SRD129_P164_N_D10,164,N,10,Control,Collinsella,0.002305345,10_Control,0.023053445,0.23053445
4063,SRD129_P164_N_D14,164,N,14,Control,Collinsella,0.001717359,14_Control,0.017173589,0.171735888
4064,SRD129_P164_N_D21,164,N,21,Control,Collinsella,0.003895902,21_Control,0.038959015,0.389590151
4065,SRD129_P164_N_D3,164,N,3,Control,Collinsella,0.001162895,3_Control,0.011628947,0.116289471
4066,SRD129_P164_N_D36,164,N,36,Control,Collinsella,0.000238124,36_Control,0.002381236,0.023812359
4067,SRD129_P164_N_D42,164,N,42,Control,Collinsella,0.00062069,42_Control,0.006206897,0.062068966
4068,SRD129_P164_N_D7,164,N,7,Control,Collinsella,0.000909209,7_Control,0.00909209,0.090920899
4069,SRD129_P165_N_D0,165,N,0,Control,Collinsella,0.000968595,0_Control,0.009685952,0.096859516
4070,SRD129_P165_N_D1,165,N,1,Control,Collinsella,0.000887448,1_Control,0.008874484,0.088744839
4071,SRD129_P165_N_D10,165,N,10,Control,Collinsella,0.000659422,10_Control,0.006594218,0.065942182
4072,SRD129_P165_N_D14,165,N,14,Control,Collinsella,0.002522231,14_Control,0.025222312,0.25222312
4073,SRD129_P165_N_D21,165,N,21,Control,Collinsella,0.002924689,21_Control,0.029246893,0.292468925
4074,SRD129_P165_N_D3,165,N,3,Control,Collinsella,0.001110371,3_Control,0.011103709,0.111037086
4075,SRD129_P165_N_D36,165,N,36,Control,Collinsella,6.35E-05,36_Control,0.000635001,0.006350013
4076,SRD129_P165_N_D42,165,N,42,Control,Collinsella,8.79E-05,42_Control,0.000878542,0.008785416
4077,SRD129_P165_N_D7,165,N,7,Control,Collinsella,0.002843465,7_Control,0.028434654,0.284346543
4078,SRD129_P166_N_D0,166,N,0,Control,Collinsella,0.001246152,0_Control,0.012461516,0.124615159
4079,SRD129_P166_N_D1,166,N,1,Control,Collinsella,0.000752771,1_Control,0.007527708,0.075277084
4080,SRD129_P166_N_D10,166,N,10,Control,Collinsella,0.001179183,10_Control,0.01179183,0.117918302
4081,SRD129_P166_N_D14,166,N,14,Control,Collinsella,0.002269826,14_Control,0.022698255,0.226982551
4082,SRD129_P166_N_D21,166,N,21,Control,Collinsella,0.002530934,21_Control,0.025309336,0.253093363
4083,SRD129_P166_N_D3,166,N,3,Control,Collinsella,0.000955871,3_Control,0.009558706,0.095587064
4084,SRD129_P166_N_D36,166,N,36,Control,Collinsella,0.000563733,36_Control,0.005637332,0.056373317
4085,SRD129_P166_N_D42,166,N,42,Control,Collinsella,0.000719424,42_Control,0.007194245,0.071942446
4086,SRD129_P166_N_D7,166,N,7,Control,Collinsella,0.001873072,7_Control,0.018730718,0.187307184
4087,SRD129_P167_N_D0,167,N,0,Control,Collinsella,0.006029987,0_Control,0.06029987,0.602998696
4088,SRD129_P167_N_D1,167,N,1,Control,Collinsella,0.000918576,1_Control,0.00918576,0.091857603
4089,SRD129_P167_N_D10,167,N,10,Control,Collinsella,0.001057427,10_Control,0.010574274,0.105742745
4090,SRD129_P167_N_D14,167,N,14,Control,Collinsella,0.003273969,14_Control,0.032739691,0.327396912
4091,SRD129_P167_N_D21,167,N,21,Control,Collinsella,0.003390623,21_Control,0.033906232,0.339062317
4092,SRD129_P167_N_D3,167,N,3,Control,Collinsella,0.001670607,3_Control,0.016706068,0.167060678
4093,SRD129_P167_N_D36,167,N,36,Control,Collinsella,0.000252191,36_Control,0.002521909,0.025219091
4094,SRD129_P167_N_D42,167,N,42,Control,Collinsella,0.000213095,42_Control,0.002130947,0.021309467
4095,SRD129_P167_N_D7,167,N,7,Control,Collinsella,0.000871207,7_Control,0.008712066,0.087120662
4096,SRD129_P168_N_D0,168,N,0,Control,Collinsella,0.002642169,0_Control,0.02642169,0.264216902
4097,SRD129_P168_N_D1,168,N,1,Control,Collinsella,0.001220635,1_Control,0.012206347,0.122063473
4098,SRD129_P168_N_D10,168,N,10,Control,Collinsella,0.001119887,10_Control,0.011198868,0.111988683
4099,SRD129_P168_N_D14,168,N,14,Control,Collinsella,0.005467141,14_Control,0.05467141,0.546714098
4100,SRD129_P168_N_D21,168,N,21,Control,Collinsella,0.006303209,21_Control,0.063032089,0.630320891
4101,SRD129_P168_N_D3,168,N,3,Control,Collinsella,0.004588038,3_Control,0.045880381,0.458803813
4102,SRD129_P168_N_D36,168,N,36,Control,Collinsella,0.001320517,36_Control,0.013205172,0.132051715
4103,SRD129_P168_N_D42,168,N,42,Control,Collinsella,0.000988924,42_Control,0.009889241,0.098892405
4104,SRD129_P168_N_D7,168,N,7,Control,Collinsella,0.002499028,7_Control,0.024990282,0.249902816
4105,SRD129_P169_N_D0,169,N,0,Control,Collinsella,0.000605674,0_Control,0.006056737,0.060567369
4106,SRD129_P169_N_D1,169,N,1,Control,Collinsella,0.001196706,1_Control,0.011967055,0.119670554
4107,SRD129_P169_N_D10,169,N,10,Control,Collinsella,0.000268112,10_Control,0.002681119,0.026811192
4108,SRD129_P169_N_D14,169,N,14,Control,Collinsella,0.001342594,14_Control,0.013425938,0.134259379
4109,SRD129_P169_N_D21,169,N,21,Control,Collinsella,0.002914779,21_Control,0.029147788,0.291477879
4110,SRD129_P169_N_D3,169,N,3,Control,Collinsella,0.001608599,3_Control,0.016085987,0.160859869
4111,SRD129_P169_N_D36,169,N,36,Control,Collinsella,0.000512922,36_Control,0.005129217,0.051292168
4112,SRD129_P169_N_D42,169,N,42,Control,Collinsella,0.000430038,42_Control,0.004300382,0.043003817
4113,SRD129_P169_N_D7,169,N,7,Control,Collinsella,0.000740992,7_Control,0.007409923,0.074099231
4114,SRD129_P170_N_D0,170,N,0,Control,Collinsella,0.000998438,0_Control,0.009984379,0.099843793
4115,SRD129_P170_N_D1,170,N,1,Control,Collinsella,0.001370523,1_Control,0.013705227,0.137052265
4116,SRD129_P170_N_D10,170,N,10,Control,Collinsella,0.001294556,10_Control,0.012945565,0.129455645
4117,SRD129_P170_N_D14,170,N,14,Control,Collinsella,0.007317,14_Control,0.07317,0.731700003
4118,SRD129_P170_N_D21,170,N,21,Control,Collinsella,0.002037651,21_Control,0.020376509,0.203765092
4119,SRD129_P170_N_D3,170,N,3,Control,Collinsella,0.003820439,3_Control,0.038204394,0.382043935
4120,SRD129_P170_N_D36,170,N,36,Control,Collinsella,0.000395361,36_Control,0.003953611,0.03953611
4121,SRD129_P170_N_D42,170,N,42,Control,Collinsella,0.001341325,42_Control,0.013413254,0.13413254
4122,SRD129_P170_N_D7,170,N,7,Control,Collinsella,0.002577043,7_Control,0.025770428,0.257704284
4123,SRD129_P171_N_D0,171,N,0,Control,Collinsella,0.000252302,0_Control,0.002523023,0.025230226
4124,SRD129_P171_N_D1,171,N,1,Control,Collinsella,0.000488563,1_Control,0.004885632,0.048856318
4125,SRD129_P171_N_D10,171,N,10,Control,Collinsella,0.001104398,10_Control,0.011043981,0.11043981
4126,SRD129_P171_N_D14,171,N,14,Control,Collinsella,0.008118903,14_Control,0.081189026,0.811890264
4127,SRD129_P171_N_D21,171,N,21,Control,Collinsella,0.00281613,21_Control,0.028161302,0.281613017
4128,SRD129_P171_N_D3,171,N,3,Control,Collinsella,0.003978493,3_Control,0.039784925,0.397849251
4129,SRD129_P171_N_D36,171,N,36,Control,Collinsella,0.000766783,36_Control,0.00766783,0.076678296
4130,SRD129_P171_N_D42,171,N,42,Control,Collinsella,0.001102536,42_Control,0.011025358,0.110253583
4131,SRD129_P171_N_D7,171,N,7,Control,Collinsella,0.002522842,7_Control,0.025228419,0.252284195
4132,SRD129_P152_N_D0,152,N,0,IAV,Escherichia-Shigella,0.0012381,0_IAV,0.01768715,0.123810048
4133,SRD129_P152_N_D1,152,N,1,IAV,Escherichia-Shigella,0.001083534,1_IAV,0.015479052,0.108353367
4134,SRD129_P152_N_D10,152,N,10,IAV,Escherichia-Shigella,0.00043684,10_IAV,0.006240574,0.043684019
4135,SRD129_P152_N_D14,152,N,14,IAV,Escherichia-Shigella,0.000701426,14_IAV,0.010020375,0.070142623
4136,SRD129_P152_N_D21,152,N,21,IAV,Escherichia-Shigella,0.000684179,21_IAV,0.009773984,0.068417888
4137,SRD129_P152_N_D3,152,N,3,IAV,Escherichia-Shigella,0.002617707,3_IAV,0.037395817,0.261770718
4138,SRD129_P152_N_D36,152,N,36,IAV,Escherichia-Shigella,0.002586764,36_IAV,0.036953777,0.258676439
4139,SRD129_P152_N_D42,152,N,42,IAV,Escherichia-Shigella,0.00028617,42_IAV,0.00408814,0.028616982
4140,SRD129_P152_N_D7,152,N,7,IAV,Escherichia-Shigella,0.000234073,7_IAV,0.003343904,0.023407326
4141,SRD129_P153_N_D0,153,N,0,IAV,Escherichia-Shigella,0.000599955,0_IAV,0.008570786,0.0599955
4142,SRD129_P153_N_D1,153,N,1,IAV,Escherichia-Shigella,0.000839329,1_IAV,0.011990408,0.083932854
4143,SRD129_P153_N_D10,153,N,10,IAV,Escherichia-Shigella,0.000343045,10_IAV,0.004900648,0.034304533
4144,SRD129_P153_N_D14,153,N,14,IAV,Escherichia-Shigella,0.000647475,14_IAV,0.009249641,0.064747485
4145,SRD129_P153_N_D21,153,N,21,IAV,Escherichia-Shigella,0.000289707,21_IAV,0.004138664,0.028970651
4146,SRD129_P153_N_D3,153,N,3,IAV,Escherichia-Shigella,0.001309701,3_IAV,0.018710007,0.130970052
4147,SRD129_P153_N_D36,153,N,36,IAV,Escherichia-Shigella,0.000283779,36_IAV,0.004053979,0.028377851
4148,SRD129_P153_N_D42,153,N,42,IAV,Escherichia-Shigella,0.000935087,42_IAV,0.013358384,0.093508687
4149,SRD129_P153_N_D7,153,N,7,IAV,Escherichia-Shigella,0.000514178,7_IAV,0.007345407,0.051417847
4150,SRD129_P154_N_D0,154,N,0,IAV,Escherichia-Shigella,0.000512571,0_IAV,0.00732244,0.05125708
4151,SRD129_P154_N_D1,154,N,1,IAV,Escherichia-Shigella,0.002274288,1_IAV,0.032489824,0.227428768
4152,SRD129_P154_N_D10,154,N,10,IAV,Escherichia-Shigella,0.000846781,10_IAV,0.012096872,0.084678102
4153,SRD129_P154_N_D14,154,N,14,IAV,Escherichia-Shigella,0.000620251,14_IAV,0.008860731,0.06202512
4154,SRD129_P154_N_D21,154,N,21,IAV,Escherichia-Shigella,0.000629459,21_IAV,0.008992267,0.062945867
4155,SRD129_P154_N_D3,154,N,3,IAV,Escherichia-Shigella,0.001502755,3_IAV,0.021467929,0.150275505
4156,SRD129_P154_N_D36,154,N,36,IAV,Escherichia-Shigella,0.000710844,36_IAV,0.010154919,0.071084433
4157,SRD129_P154_N_D42,154,N,42,IAV,Escherichia-Shigella,0.003870083,42_IAV,0.055286897,0.387008279
4158,SRD129_P154_N_D7,154,N,7,IAV,Escherichia-Shigella,0.000213754,7_IAV,0.003053622,0.021375351
4159,SRD129_P156_N_D0,156,N,0,IAV,Escherichia-Shigella,0.006908007,0_IAV,0.098685821,0.690800749
4160,SRD129_P156_N_D1,156,N,1,IAV,Escherichia-Shigella,0.002076304,1_IAV,0.029661488,0.207630418
4161,SRD129_P156_N_D10,156,N,10,IAV,Escherichia-Shigella,0.002698611,10_IAV,0.038551589,0.26986112
4162,SRD129_P156_N_D14,156,N,14,IAV,Escherichia-Shigella,0.000740596,14_IAV,0.010579948,0.074059637
4163,SRD129_P156_N_D21,156,N,21,IAV,Escherichia-Shigella,0.000490408,21_IAV,0.007005825,0.049040777
4164,SRD129_P156_N_D3,156,N,3,IAV,Escherichia-Shigella,0.002611523,3_IAV,0.037307467,0.261152268
4165,SRD129_P156_N_D36,156,N,36,IAV,Escherichia-Shigella,0.001163944,36_IAV,0.016627766,0.116394361
4166,SRD129_P156_N_D42,156,N,42,IAV,Escherichia-Shigella,0.0006813,42_IAV,0.009732854,0.06812998
4167,SRD129_P156_N_D7,156,N,7,IAV,Escherichia-Shigella,0.002108057,7_IAV,0.030115107,0.210805746
4168,SRD129_P157_N_D0,157,N,0,IAV,Escherichia-Shigella,0.018732341,0_IAV,0.267604873,1.87323411
4169,SRD129_P157_N_D1,157,N,1,IAV,Escherichia-Shigella,0.021717743,1_IAV,0.310253473,2.171774313
4170,SRD129_P157_N_D10,157,N,10,IAV,Escherichia-Shigella,0.000634961,10_IAV,0.009070871,0.063496095
4171,SRD129_P157_N_D14,157,N,14,IAV,Escherichia-Shigella,0.001969164,14_IAV,0.02813091,0.196916373
4172,SRD129_P157_N_D21,157,N,21,IAV,Escherichia-Shigella,0.000597617,21_IAV,0.008537386,0.0597617
4173,SRD129_P157_N_D3,157,N,3,IAV,Escherichia-Shigella,0.002000429,3_IAV,0.028577552,0.200042866
4174,SRD129_P157_N_D36,157,N,36,IAV,Escherichia-Shigella,0.0013232,36_IAV,0.018902859,0.132320011
4175,SRD129_P157_N_D42,157,N,42,IAV,Escherichia-Shigella,0.001639619,42_IAV,0.023423122,0.163961854
4176,SRD129_P157_N_D7,157,N,7,IAV,Escherichia-Shigella,0.001123325,7_IAV,0.016047501,0.112332504
4177,SRD129_P159_N_D0,159,N,0,IAV,Escherichia-Shigella,0.002376125,0_IAV,0.033944639,0.23761247
4178,SRD129_P159_N_D1,159,N,1,IAV,Escherichia-Shigella,0.011637949,1_IAV,0.166256411,1.163794876
4179,SRD129_P159_N_D10,159,N,10,IAV,Escherichia-Shigella,0.000375074,10_IAV,0.005358195,0.037507368
4180,SRD129_P159_N_D14,159,N,14,IAV,Escherichia-Shigella,0.000885451,14_IAV,0.012649295,0.088545065
4181,SRD129_P159_N_D21,159,N,21,IAV,Escherichia-Shigella,0.000576216,21_IAV,0.008231651,0.057621559
4182,SRD129_P159_N_D3,159,N,3,IAV,Escherichia-Shigella,0.001138897,3_IAV,0.016269957,0.113889697
4183,SRD129_P159_N_D36,159,N,36,IAV,Escherichia-Shigella,0.000416825,36_IAV,0.005954636,0.041682455
4184,SRD129_P159_N_D42,159,N,42,IAV,Escherichia-Shigella,0.003706278,42_IAV,0.052946822,0.370627751
4185,SRD129_P159_N_D7,159,N,7,IAV,Escherichia-Shigella,0.000765462,7_IAV,0.010935176,0.076546234
4186,SRD129_P160_N_D0,160,N,0,IAV,Escherichia-Shigella,0.000554496,0_IAV,0.007921369,0.055449585
4187,SRD129_P160_N_D1,160,N,1,IAV,Escherichia-Shigella,0.000447981,1_IAV,0.006399735,0.044798145
4188,SRD129_P160_N_D10,160,N,10,IAV,Escherichia-Shigella,0.000791209,10_IAV,0.011302983,0.079120879
4189,SRD129_P160_N_D14,160,N,14,IAV,Escherichia-Shigella,0.000503202,14_IAV,0.007188603,0.05032022
4190,SRD129_P160_N_D21,160,N,21,IAV,Escherichia-Shigella,0.000229748,21_IAV,0.003282111,0.022974774
4191,SRD129_P160_N_D3,160,N,3,IAV,Escherichia-Shigella,0.00812891,3_IAV,0.116127292,0.812891044
4192,SRD129_P160_N_D36,160,N,36,IAV,Escherichia-Shigella,0.002125629,36_IAV,0.030366129,0.212562901
4193,SRD129_P160_N_D42,160,N,42,IAV,Escherichia-Shigella,0.001896296,42_IAV,0.027089947,0.18962963
4194,SRD129_P160_N_D7,160,N,7,IAV,Escherichia-Shigella,0.000481589,7_IAV,0.006879836,0.04815885
4195,SRD129_P162_N_D0,162,N,0,Control,Escherichia-Shigella,0.000394633,0_Control,0.00394633,0.039463299
4196,SRD129_P162_N_D1,162,N,1,Control,Escherichia-Shigella,0.000297796,1_Control,0.002977963,0.029779631
4197,SRD129_P162_N_D10,162,N,10,Control,Escherichia-Shigella,4.17E-05,10_Control,0.000416788,0.004167882
4198,SRD129_P162_N_D14,162,N,14,Control,Escherichia-Shigella,0.001553653,14_Control,0.015536528,0.155365281
4199,SRD129_P162_N_D21,162,N,21,Control,Escherichia-Shigella,0.000551099,21_Control,0.005510991,0.055109914
4200,SRD129_P162_N_D3,162,N,3,Control,Escherichia-Shigella,0.000757322,3_Control,0.007573222,0.075732225
4201,SRD129_P162_N_D36,162,N,36,Control,Escherichia-Shigella,0.001730892,36_Control,0.017308919,0.173089186
4202,SRD129_P162_N_D42,162,N,42,Control,Escherichia-Shigella,0.002418087,42_Control,0.024180873,0.241808729
4203,SRD129_P162_N_D7,162,N,7,Control,Escherichia-Shigella,0.000204349,7_Control,0.002043485,0.020434854
4204,SRD129_P163_N_D0,163,N,0,Control,Escherichia-Shigella,0.008368994,0_Control,0.083689941,0.83689941
4205,SRD129_P163_N_D1,163,N,1,Control,Escherichia-Shigella,0.001769778,1_Control,0.017697782,0.176977821
4206,SRD129_P163_N_D10,163,N,10,Control,Escherichia-Shigella,0.015890772,10_Control,0.158907715,1.589077151
4207,SRD129_P163_N_D14,163,N,14,Control,Escherichia-Shigella,0.000362897,14_Control,0.003628974,0.036289737
4208,SRD129_P163_N_D21,163,N,21,Control,Escherichia-Shigella,0.000204193,21_Control,0.002041928,0.020419276
4209,SRD129_P163_N_D3,163,N,3,Control,Escherichia-Shigella,0.001731227,3_Control,0.01731227,0.173122701
4210,SRD129_P163_N_D36,163,N,36,Control,Escherichia-Shigella,0.000485732,36_Control,0.004857316,0.048573163
4211,SRD129_P163_N_D42,163,N,42,Control,Escherichia-Shigella,0.053790239,42_Control,0.537902388,5.379023884
4212,SRD129_P163_N_D7,163,N,7,Control,Escherichia-Shigella,0.001352997,7_Control,0.013529969,0.135299689
4213,SRD129_P164_N_D0,164,N,0,Control,Escherichia-Shigella,0.000533191,0_Control,0.005331911,0.053319115
4214,SRD129_P164_N_D1,164,N,1,Control,Escherichia-Shigella,0.000279494,1_Control,0.002794936,0.027949356
4215,SRD129_P164_N_D10,164,N,10,Control,Escherichia-Shigella,0.000746802,10_Control,0.007468017,0.074680174
4216,SRD129_P164_N_D14,164,N,14,Control,Escherichia-Shigella,0.004971302,14_Control,0.04971302,0.497130203
4217,SRD129_P164_N_D21,164,N,21,Control,Escherichia-Shigella,0.000623344,21_Control,0.006233442,0.062334424
4218,SRD129_P164_N_D3,164,N,3,Control,Escherichia-Shigella,0.00858753,3_Control,0.085875302,0.858753019
4219,SRD129_P164_N_D36,164,N,36,Control,Escherichia-Shigella,0.00032742,36_Control,0.003274199,0.032741993
4220,SRD129_P164_N_D42,164,N,42,Control,Escherichia-Shigella,0.001241379,42_Control,0.012413793,0.124137931
4221,SRD129_P164_N_D7,164,N,7,Control,Escherichia-Shigella,0.000692731,7_Control,0.006927307,0.069273066
4222,SRD129_P165_N_D0,165,N,0,Control,Escherichia-Shigella,0.000149015,0_Control,0.001490146,0.014901464
4223,SRD129_P165_N_D1,165,N,1,Control,Escherichia-Shigella,0.000231508,1_Control,0.002315083,0.023150828
4224,SRD129_P165_N_D10,165,N,10,Control,Escherichia-Shigella,0.002848702,10_Control,0.028487023,0.284870226
4225,SRD129_P165_N_D14,165,N,14,Control,Escherichia-Shigella,0.000323363,14_Control,0.00323363,0.032336297
4226,SRD129_P165_N_D21,165,N,21,Control,Escherichia-Shigella,4.87E-05,21_Control,0.000487448,0.004874482
4227,SRD129_P165_N_D3,165,N,3,Control,Escherichia-Shigella,0.000380699,3_Control,0.003806986,0.038069858
4228,SRD129_P165_N_D36,165,N,36,Control,Escherichia-Shigella,0.000381001,36_Control,0.003810008,0.038100076
4229,SRD129_P165_N_D42,165,N,42,Control,Escherichia-Shigella,0.002240281,42_Control,0.022402811,0.224028113
4230,SRD129_P165_N_D7,165,N,7,Control,Escherichia-Shigella,0.000719865,7_Control,0.007198647,0.071986467
4231,SRD129_P166_N_D0,166,N,0,Control,Escherichia-Shigella,0.000146606,0_Control,0.001466061,0.014660607
4232,SRD129_P166_N_D1,166,N,1,Control,Escherichia-Shigella,0.000272279,1_Control,0.002722788,0.027227881
4233,SRD129_P166_N_D10,166,N,10,Control,Escherichia-Shigella,0.000492793,10_Control,0.004927929,0.04927929
4234,SRD129_P166_N_D14,166,N,14,Control,Escherichia-Shigella,3.55E-05,14_Control,0.00035466,0.003546602
4235,SRD129_P166_N_D21,166,N,21,Control,Escherichia-Shigella,4.02E-05,21_Control,0.000401735,0.004017355
4236,SRD129_P166_N_D3,166,N,3,Control,Escherichia-Shigella,0.00135415,3_Control,0.013541501,0.135415007
4237,SRD129_P166_N_D36,166,N,36,Control,Escherichia-Shigella,0.000250548,36_Control,0.002505481,0.025054807
4238,SRD129_P166_N_D42,166,N,42,Control,Escherichia-Shigella,0.000647482,42_Control,0.00647482,0.064748201
4239,SRD129_P166_N_D7,166,N,7,Control,Escherichia-Shigella,0.000330542,7_Control,0.003305421,0.033054209
4240,SRD129_P167_N_D0,167,N,0,Control,Escherichia-Shigella,0.000423729,0_Control,0.004237288,0.042372881
4241,SRD129_P167_N_D1,167,N,1,Control,Escherichia-Shigella,0.000710597,1_Control,0.007105966,0.071059655
4242,SRD129_P167_N_D10,167,N,10,Control,Escherichia-Shigella,0.001553505,10_Control,0.015535045,0.155350452
4243,SRD129_P167_N_D14,167,N,14,Control,Escherichia-Shigella,0.000423358,14_Control,0.004233581,0.042335808
4244,SRD129_P167_N_D21,167,N,21,Control,Escherichia-Shigella,0.000155891,21_Control,0.001558907,0.015589072
4245,SRD129_P167_N_D3,167,N,3,Control,Escherichia-Shigella,0.000945626,3_Control,0.009456265,0.094562648
4246,SRD129_P167_N_D36,167,N,36,Control,Escherichia-Shigella,0.000346762,36_Control,0.003467625,0.03467625
4247,SRD129_P167_N_D42,167,N,42,Control,Escherichia-Shigella,0.008363966,42_Control,0.083639657,0.836396569
4248,SRD129_P167_N_D7,167,N,7,Control,Escherichia-Shigella,3.63E-05,7_Control,0.000363003,0.003630028
4249,SRD129_P168_N_D0,168,N,0,Control,Escherichia-Shigella,0.000630056,0_Control,0.006300557,0.063005569
4250,SRD129_P168_N_D1,168,N,1,Control,Escherichia-Shigella,0.000860447,1_Control,0.008604474,0.086044743
4251,SRD129_P168_N_D10,168,N,10,Control,Escherichia-Shigella,0.000884121,10_Control,0.008841212,0.088412118
4252,SRD129_P168_N_D14,168,N,14,Control,Escherichia-Shigella,0.001572739,14_Control,0.015727392,0.157273919
4253,SRD129_P168_N_D21,168,N,21,Control,Escherichia-Shigella,0.000736739,21_Control,0.007367387,0.07367387
4254,SRD129_P168_N_D3,168,N,3,Control,Escherichia-Shigella,0.000576939,3_Control,0.005769389,0.057693893
4255,SRD129_P168_N_D36,168,N,36,Control,Escherichia-Shigella,0.003685164,36_Control,0.036851641,0.368516414
4256,SRD129_P168_N_D42,168,N,42,Control,Escherichia-Shigella,0.002604167,42_Control,0.026041667,0.260416667
4257,SRD129_P168_N_D7,168,N,7,Control,Escherichia-Shigella,8.33E-05,7_Control,0.000833009,0.008330094
4258,SRD129_P169_N_D0,169,N,0,Control,Escherichia-Shigella,0.0003765,0_Control,0.003764999,0.037649986
4259,SRD129_P169_N_D1,169,N,1,Control,Escherichia-Shigella,0.000469296,1_Control,0.004692963,0.046929629
4260,SRD129_P169_N_D10,169,N,10,Control,Escherichia-Shigella,0.00045962,10_Control,0.004596204,0.045962043
4261,SRD129_P169_N_D14,169,N,14,Control,Escherichia-Shigella,0.000309829,14_Control,0.003098293,0.030982934
4262,SRD129_P169_N_D21,169,N,21,Control,Escherichia-Shigella,0.00037517,21_Control,0.003751695,0.037516955
4263,SRD129_P169_N_D3,169,N,3,Control,Escherichia-Shigella,0.003363434,3_Control,0.033634336,0.336343363
