,group,Pig,Tissue,Day,Treatment,Genus,value,All,value2,percent_tot
13005,SRD129_P171_N_D7,171,N,7,Control,Bacteroidales_unclassified,0.000306832,7_Control,0.003068321,0.030683213
13006,SRD129_P152_N_D0,152,N,0,IAV,Lachnospiraceae_NK4A136_group,0.00016508,0_IAV,0.002358287,0.016508006
13007,SRD129_P152_N_D1,152,N,1,IAV,Lachnospiraceae_NK4A136_group,0,1_IAV,0,0
13008,SRD129_P152_N_D10,152,N,10,IAV,Lachnospiraceae_NK4A136_group,0.003106419,10_IAV,0.044377416,0.310641912
13009,SRD129_P152_N_D14,152,N,14,IAV,Lachnospiraceae_NK4A136_group,0.00374094,14_IAV,0.053441999,0.374093991
13010,SRD129_P152_N_D21,152,N,21,IAV,Lachnospiraceae_NK4A136_group,0.00076711,21_IAV,0.010958709,0.076710966
13011,SRD129_P152_N_D3,152,N,3,IAV,Lachnospiraceae_NK4A136_group,0.000179295,3_IAV,0.002561357,0.017929501
13012,SRD129_P152_N_D36,152,N,36,IAV,Lachnospiraceae_NK4A136_group,0.001508946,36_IAV,0.02155637,0.150894589
13013,SRD129_P152_N_D42,152,N,42,IAV,Lachnospiraceae_NK4A136_group,0.000981154,42_IAV,0.014016481,0.098115367
13014,SRD129_P152_N_D7,152,N,7,IAV,Lachnospiraceae_NK4A136_group,3.90E-05,7_IAV,0.000557317,0.003901221
13015,SRD129_P153_N_D0,153,N,0,IAV,Lachnospiraceae_NK4A136_group,0.000174987,0_IAV,0.002499813,0.017498688
13016,SRD129_P153_N_D1,153,N,1,IAV,Lachnospiraceae_NK4A136_group,0.000119904,1_IAV,0.001712915,0.011990408
13017,SRD129_P153_N_D10,153,N,10,IAV,Lachnospiraceae_NK4A136_group,0.000571742,10_IAV,0.008167746,0.057174221
13018,SRD129_P153_N_D14,153,N,14,IAV,Lachnospiraceae_NK4A136_group,0.000846698,14_IAV,0.012095684,0.084669788
13019,SRD129_P153_N_D21,153,N,21,IAV,Lachnospiraceae_NK4A136_group,0.000334277,21_IAV,0.004775382,0.033427674
13020,SRD129_P153_N_D3,153,N,3,IAV,Lachnospiraceae_NK4A136_group,0.000203731,3_IAV,0.002910446,0.020373119
13021,SRD129_P153_N_D36,153,N,36,IAV,Lachnospiraceae_NK4A136_group,0.000141889,36_IAV,0.002026989,0.014188926
13022,SRD129_P153_N_D42,153,N,42,IAV,Lachnospiraceae_NK4A136_group,0.000180985,42_IAV,0.002585494,0.018098456
13023,SRD129_P153_N_D7,153,N,7,IAV,Lachnospiraceae_NK4A136_group,0,7_IAV,0,0
13024,SRD129_P154_N_D0,154,N,0,IAV,Lachnospiraceae_NK4A136_group,0.000128143,0_IAV,0.00183061,0.01281427
13025,SRD129_P154_N_D1,154,N,1,IAV,Lachnospiraceae_NK4A136_group,4.29E-05,1_IAV,0.000613016,0.004291109
13026,SRD129_P154_N_D10,154,N,10,IAV,Lachnospiraceae_NK4A136_group,0.00135485,10_IAV,0.019354995,0.135484964
13027,SRD129_P154_N_D14,154,N,14,IAV,Lachnospiraceae_NK4A136_group,0.001240502,14_IAV,0.017721463,0.12405024
13028,SRD129_P154_N_D21,154,N,21,IAV,Lachnospiraceae_NK4A136_group,0.001468737,21_IAV,0.020981956,0.146873689
13029,SRD129_P154_N_D3,154,N,3,IAV,Lachnospiraceae_NK4A136_group,0.000250459,3_IAV,0.003577988,0.025045918
13030,SRD129_P154_N_D36,154,N,36,IAV,Lachnospiraceae_NK4A136_group,0.001224232,36_IAV,0.017489027,0.122423189
13031,SRD129_P154_N_D42,154,N,42,IAV,Lachnospiraceae_NK4A136_group,0.001126733,42_IAV,0.016096185,0.112673296
13032,SRD129_P154_N_D7,154,N,7,IAV,Lachnospiraceae_NK4A136_group,0.000152681,7_IAV,0.002181158,0.015268108
13033,SRD129_P156_N_D0,156,N,0,IAV,Lachnospiraceae_NK4A136_group,0.000237298,0_IAV,0.003389971,0.023729797
13034,SRD129_P156_N_D1,156,N,1,IAV,Lachnospiraceae_NK4A136_group,0.000239574,1_IAV,0.003422479,0.023957356
13035,SRD129_P156_N_D10,156,N,10,IAV,Lachnospiraceae_NK4A136_group,0.000658198,10_IAV,0.009402826,0.065819785
13036,SRD129_P156_N_D14,156,N,14,IAV,Lachnospiraceae_NK4A136_group,0.004911323,14_IAV,0.070161762,0.491132333
13037,SRD129_P156_N_D21,156,N,21,IAV,Lachnospiraceae_NK4A136_group,0.001266277,21_IAV,0.018089668,0.126627678
13038,SRD129_P156_N_D3,156,N,3,IAV,Lachnospiraceae_NK4A136_group,0.000373075,3_IAV,0.005329638,0.037307467
13039,SRD129_P156_N_D36,156,N,36,IAV,Lachnospiraceae_NK4A136_group,0.000603526,36_IAV,0.008621805,0.060352632
13040,SRD129_P156_N_D42,156,N,42,IAV,Lachnospiraceae_NK4A136_group,0.000148109,42_IAV,0.002115838,0.014810865
13041,SRD129_P156_N_D7,156,N,7,IAV,Lachnospiraceae_NK4A136_group,2.60E-05,7_IAV,0.000371791,0.00260254
13042,SRD129_P157_N_D0,157,N,0,IAV,Lachnospiraceae_NK4A136_group,0.000333712,0_IAV,0.004767308,0.033371154
13043,SRD129_P157_N_D1,157,N,1,IAV,Lachnospiraceae_NK4A136_group,0.000196763,1_IAV,0.002810903,0.019676324
13044,SRD129_P157_N_D10,157,N,10,IAV,Lachnospiraceae_NK4A136_group,0.000952441,10_IAV,0.013606306,0.095244142
13045,SRD129_P157_N_D14,157,N,14,IAV,Lachnospiraceae_NK4A136_group,0.001340707,14_IAV,0.01915296,0.134070722
13046,SRD129_P157_N_D21,157,N,21,IAV,Lachnospiraceae_NK4A136_group,0.001195234,21_IAV,0.017074771,0.1195234
13047,SRD129_P157_N_D3,157,N,3,IAV,Lachnospiraceae_NK4A136_group,0.000357219,3_IAV,0.005103134,0.03572194
13048,SRD129_P157_N_D36,157,N,36,IAV,Lachnospiraceae_NK4A136_group,0.002001764,36_IAV,0.028596632,0.200176427
13049,SRD129_P157_N_D42,157,N,42,IAV,Lachnospiraceae_NK4A136_group,0.00063577,42_IAV,0.009082435,0.063577045
13050,SRD129_P157_N_D7,157,N,7,IAV,Lachnospiraceae_NK4A136_group,0.000160475,7_IAV,0.0022925,0.016047501
13051,SRD129_P159_N_D0,159,N,0,IAV,Lachnospiraceae_NK4A136_group,0.000158408,0_IAV,0.002262976,0.015840831
13052,SRD129_P159_N_D1,159,N,1,IAV,Lachnospiraceae_NK4A136_group,0,1_IAV,0,0
13053,SRD129_P159_N_D10,159,N,10,IAV,Lachnospiraceae_NK4A136_group,0.001178803,10_IAV,0.016840043,0.117880298
13054,SRD129_P159_N_D14,159,N,14,IAV,Lachnospiraceae_NK4A136_group,0.001025259,14_IAV,0.014646552,0.102525864
13055,SRD129_P159_N_D21,159,N,21,IAV,Lachnospiraceae_NK4A136_group,0.000886486,21_IAV,0.012664079,0.088648553
13056,SRD129_P159_N_D3,159,N,3,IAV,Lachnospiraceae_NK4A136_group,0.000145391,3_IAV,0.002077016,0.01453911
13057,SRD129_P159_N_D36,159,N,36,IAV,Lachnospiraceae_NK4A136_group,0.000341038,36_IAV,0.004871975,0.034103827
13058,SRD129_P159_N_D42,159,N,42,IAV,Lachnospiraceae_NK4A136_group,0.000529468,42_IAV,0.007563832,0.052946822
13059,SRD129_P159_N_D7,159,N,7,IAV,Lachnospiraceae_NK4A136_group,5.10E-05,7_IAV,0.000729012,0.005103082
13060,SRD129_P160_N_D0,160,N,0,IAV,Lachnospiraceae_NK4A136_group,2.22E-05,0_IAV,0.000316855,0.002217983
13061,SRD129_P160_N_D1,160,N,1,IAV,Lachnospiraceae_NK4A136_group,7.91E-05,1_IAV,0.001129365,0.007905555
13062,SRD129_P160_N_D10,160,N,10,IAV,Lachnospiraceae_NK4A136_group,0.000615385,10_IAV,0.008791209,0.061538462
13063,SRD129_P160_N_D14,160,N,14,IAV,Lachnospiraceae_NK4A136_group,0.005077768,14_IAV,0.072539537,0.507776761
13064,SRD129_P160_N_D21,160,N,21,IAV,Lachnospiraceae_NK4A136_group,0.000827092,21_IAV,0.011815598,0.082709185
13065,SRD129_P160_N_D3,160,N,3,IAV,Lachnospiraceae_NK4A136_group,0.000160018,3_IAV,0.00228597,0.016001792
13066,SRD129_P160_N_D36,160,N,36,IAV,Lachnospiraceae_NK4A136_group,0.00229915,36_IAV,0.032844996,0.229914975
13067,SRD129_P160_N_D42,160,N,42,IAV,Lachnospiraceae_NK4A136_group,0.000237037,42_IAV,0.003386243,0.023703704
13068,SRD129_P160_N_D7,160,N,7,IAV,Lachnospiraceae_NK4A136_group,0.000148181,7_IAV,0.002116873,0.014818108
13069,SRD129_P162_N_D0,162,N,0,Control,Lachnospiraceae_NK4A136_group,0.000424989,0_Control,0.004249894,0.042498938
13070,SRD129_P162_N_D1,162,N,1,Control,Lachnospiraceae_NK4A136_group,0.000335021,1_Control,0.003350208,0.033502085
13071,SRD129_P162_N_D10,162,N,10,Control,Lachnospiraceae_NK4A136_group,0.000541825,10_Control,0.005418247,0.05418247
13072,SRD129_P162_N_D14,162,N,14,Control,Lachnospiraceae_NK4A136_group,0.000725038,14_Control,0.00725038,0.072503798
13073,SRD129_P162_N_D21,162,N,21,Control,Lachnospiraceae_NK4A136_group,0.002694262,21_Control,0.026942624,0.269426245
13074,SRD129_P162_N_D3,162,N,3,Control,Lachnospiraceae_NK4A136_group,0.000581201,3_Control,0.005812008,0.05812008
13075,SRD129_P162_N_D36,162,N,36,Control,Lachnospiraceae_NK4A136_group,0.001821991,36_Control,0.018219914,0.182199144
13076,SRD129_P162_N_D42,162,N,42,Control,Lachnospiraceae_NK4A136_group,0.000906783,42_Control,0.009067827,0.090678273
13077,SRD129_P162_N_D7,162,N,7,Control,Lachnospiraceae_NK4A136_group,0.000122609,7_Control,0.001226091,0.012260912
13078,SRD129_P163_N_D0,163,N,0,Control,Lachnospiraceae_NK4A136_group,8.13E-05,0_Control,0.000812524,0.008125237
13079,SRD129_P163_N_D1,163,N,1,Control,Lachnospiraceae_NK4A136_group,0.000414203,1_Control,0.004142034,0.041420341
13080,SRD129_P163_N_D10,163,N,10,Control,Lachnospiraceae_NK4A136_group,0.000789604,10_Control,0.007896036,0.078960355
13081,SRD129_P163_N_D14,163,N,14,Control,Lachnospiraceae_NK4A136_group,0.0014153,14_Control,0.014152998,0.141529975
13082,SRD129_P163_N_D21,163,N,21,Control,Lachnospiraceae_NK4A136_group,0.001565478,21_Control,0.015654778,0.156547781
13083,SRD129_P163_N_D3,163,N,3,Control,Lachnospiraceae_NK4A136_group,0.000811513,3_Control,0.008115127,0.081151266
13084,SRD129_P163_N_D36,163,N,36,Control,Lachnospiraceae_NK4A136_group,0.000161911,36_Control,0.001619105,0.016191054
13085,SRD129_P163_N_D42,163,N,42,Control,Lachnospiraceae_NK4A136_group,0.000311526,42_Control,0.003115265,0.031152648
13086,SRD129_P163_N_D7,163,N,7,Control,Lachnospiraceae_NK4A136_group,0.000405899,7_Control,0.004058991,0.040589907
13087,SRD129_P164_N_D0,164,N,0,Control,Lachnospiraceae_NK4A136_group,0.000133298,0_Control,0.001332978,0.013329779
13088,SRD129_P164_N_D1,164,N,1,Control,Lachnospiraceae_NK4A136_group,0.000167696,1_Control,0.001676961,0.016769613
13089,SRD129_P164_N_D10,164,N,10,Control,Lachnospiraceae_NK4A136_group,0.000162348,10_Control,0.001623482,0.01623482
13090,SRD129_P164_N_D14,164,N,14,Control,Lachnospiraceae_NK4A136_group,0.000903873,14_Control,0.009038731,0.09038731
13091,SRD129_P164_N_D21,164,N,21,Control,Lachnospiraceae_NK4A136_group,0.002077814,21_Control,0.020778141,0.207781414
13092,SRD129_P164_N_D3,164,N,3,Control,Lachnospiraceae_NK4A136_group,0.000178907,3_Control,0.001789069,0.017890688
13093,SRD129_P164_N_D36,164,N,36,Control,Lachnospiraceae_NK4A136_group,0.000238124,36_Control,0.002381236,0.023812359
13094,SRD129_P164_N_D42,164,N,42,Control,Lachnospiraceae_NK4A136_group,0.000206897,42_Control,0.002068966,0.020689655
13095,SRD129_P164_N_D7,164,N,7,Control,Lachnospiraceae_NK4A136_group,0.000173183,7_Control,0.001731827,0.017318266
13096,SRD129_P165_N_D0,165,N,0,Control,Lachnospiraceae_NK4A136_group,0.000149015,0_Control,0.001490146,0.014901464
13097,SRD129_P165_N_D1,165,N,1,Control,Lachnospiraceae_NK4A136_group,7.72E-05,1_Control,0.000771694,0.007716943
13098,SRD129_P165_N_D10,165,N,10,Control,Lachnospiraceae_NK4A136_group,0.000290146,10_Control,0.002901456,0.02901456
13099,SRD129_P165_N_D14,165,N,14,Control,Lachnospiraceae_NK4A136_group,0.00061439,14_Control,0.006143897,0.061438965
13100,SRD129_P165_N_D21,165,N,21,Control,Lachnospiraceae_NK4A136_group,0.000828662,21_Control,0.00828662,0.082866195
13101,SRD129_P165_N_D3,165,N,3,Control,Lachnospiraceae_NK4A136_group,0.000317249,3_Control,0.003172488,0.031724882
13102,SRD129_P165_N_D36,165,N,36,Control,Lachnospiraceae_NK4A136_group,0.00015875,36_Control,0.001587503,0.015875032
13103,SRD129_P165_N_D42,165,N,42,Control,Lachnospiraceae_NK4A136_group,0.000571052,42_Control,0.005710521,0.057105205
13104,SRD129_P165_N_D7,165,N,7,Control,Lachnospiraceae_NK4A136_group,0.000395926,7_Control,0.003959256,0.039592557
13105,SRD129_P166_N_D0,166,N,0,Control,Lachnospiraceae_NK4A136_group,4.89E-05,0_Control,0.000488687,0.004886869
13106,SRD129_P166_N_D1,166,N,1,Control,Lachnospiraceae_NK4A136_group,8.01E-05,1_Control,0.00080082,0.0080082
13107,SRD129_P166_N_D10,166,N,10,Control,Lachnospiraceae_NK4A136_group,0.000175997,10_Control,0.001759975,0.017599747
13108,SRD129_P166_N_D14,166,N,14,Control,Lachnospiraceae_NK4A136_group,0.00070932,14_Control,0.007093205,0.070932047
13109,SRD129_P166_N_D21,166,N,21,Control,Lachnospiraceae_NK4A136_group,0.00056243,21_Control,0.005624297,0.05624297
13110,SRD129_P166_N_D3,166,N,3,Control,Lachnospiraceae_NK4A136_group,0.000477935,3_Control,0.004779353,0.047793532
13111,SRD129_P166_N_D36,166,N,36,Control,Lachnospiraceae_NK4A136_group,0.000156593,36_Control,0.001565925,0.015659255
13112,SRD129_P166_N_D42,166,N,42,Control,Lachnospiraceae_NK4A136_group,0.000431655,42_Control,0.004316547,0.043165468
13113,SRD129_P166_N_D7,166,N,7,Control,Lachnospiraceae_NK4A136_group,0.000110181,7_Control,0.001101807,0.01101807
13114,SRD129_P167_N_D0,167,N,0,Control,Lachnospiraceae_NK4A136_group,3.26E-05,0_Control,0.000325945,0.003259452
13115,SRD129_P167_N_D1,167,N,1,Control,Lachnospiraceae_NK4A136_group,0.000138653,1_Control,0.00138653,0.013865299
13116,SRD129_P167_N_D10,167,N,10,Control,Lachnospiraceae_NK4A136_group,0.00039164,10_Control,0.003916398,0.03916398
13117,SRD129_P167_N_D14,167,N,14,Control,Lachnospiraceae_NK4A136_group,0.000959612,14_Control,0.009596116,0.095961164
13118,SRD129_P167_N_D21,167,N,21,Control,Lachnospiraceae_NK4A136_group,0.001247126,21_Control,0.012471258,0.124712576
13119,SRD129_P167_N_D3,167,N,3,Control,Lachnospiraceae_NK4A136_group,0.000157604,3_Control,0.001576044,0.015760441
13120,SRD129_P167_N_D36,167,N,36,Control,Lachnospiraceae_NK4A136_group,3.15E-05,36_Control,0.000315239,0.003152386
13121,SRD129_P167_N_D42,167,N,42,Control,Lachnospiraceae_NK4A136_group,0.000319642,42_Control,0.00319642,0.0319642
13122,SRD129_P167_N_D7,167,N,7,Control,Lachnospiraceae_NK4A136_group,3.63E-05,7_Control,0.000363003,0.003630028
13123,SRD129_P168_N_D0,168,N,0,Control,Lachnospiraceae_NK4A136_group,0.000264217,0_Control,0.002642169,0.02642169
13124,SRD129_P168_N_D1,168,N,1,Control,Lachnospiraceae_NK4A136_group,0.000140073,1_Control,0.001400728,0.014007284
13125,SRD129_P168_N_D10,168,N,10,Control,Lachnospiraceae_NK4A136_group,0.001002004,10_Control,0.01002004,0.100200401
13126,SRD129_P168_N_D14,168,N,14,Control,Lachnospiraceae_NK4A136_group,0.001160831,14_Control,0.011608313,0.11608313
13127,SRD129_P168_N_D21,168,N,21,Control,Lachnospiraceae_NK4A136_group,0.003642764,21_Control,0.036427636,0.364276359
13128,SRD129_P168_N_D3,168,N,3,Control,Lachnospiraceae_NK4A136_group,0.000329679,3_Control,0.003296794,0.032967939
13129,SRD129_P168_N_D36,168,N,36,Control,Lachnospiraceae_NK4A136_group,0.001811872,36_Control,0.018118724,0.181187237
13130,SRD129_P168_N_D42,168,N,42,Control,Lachnospiraceae_NK4A136_group,0.003626055,42_Control,0.036260549,0.362605485
13131,SRD129_P168_N_D7,168,N,7,Control,Lachnospiraceae_NK4A136_group,8.33E-05,7_Control,0.000833009,0.008330094
13132,SRD129_P169_N_D0,169,N,0,Control,Lachnospiraceae_NK4A136_group,9.82E-05,0_Control,0.000982174,0.009821736
13133,SRD129_P169_N_D1,169,N,1,Control,Lachnospiraceae_NK4A136_group,0.000234648,1_Control,0.002346481,0.023464815
13134,SRD129_P169_N_D10,169,N,10,Control,Lachnospiraceae_NK4A136_group,0.00022981,10_Control,0.002298102,0.022981022
13135,SRD129_P169_N_D14,169,N,14,Control,Lachnospiraceae_NK4A136_group,5.16E-05,14_Control,0.000516382,0.005163822
13136,SRD129_P169_N_D21,169,N,21,Control,Lachnospiraceae_NK4A136_group,0.001154368,21_Control,0.011543678,0.115436784
13137,SRD129_P169_N_D3,169,N,3,Control,Lachnospiraceae_NK4A136_group,0.000438709,3_Control,0.004387087,0.043870873
13138,SRD129_P169_N_D36,169,N,36,Control,Lachnospiraceae_NK4A136_group,0.0003551,36_Control,0.003550996,0.035509963
13139,SRD129_P169_N_D42,169,N,42,Control,Lachnospiraceae_NK4A136_group,0.000188142,42_Control,0.001881417,0.01881417
13140,SRD129_P169_N_D7,169,N,7,Control,Lachnospiraceae_NK4A136_group,0,7_Control,0,0
13141,SRD129_P170_N_D0,170,N,0,Control,Lachnospiraceae_NK4A136_group,9.66E-05,0_Control,0.00096623,0.009662303
13142,SRD129_P170_N_D1,170,N,1,Control,Lachnospiraceae_NK4A136_group,0.000166685,1_Control,0.001666852,0.016668519
13143,SRD129_P170_N_D10,170,N,10,Control,Lachnospiraceae_NK4A136_group,0.000217896,10_Control,0.002178956,0.021789564
13144,SRD129_P170_N_D14,170,N,14,Control,Lachnospiraceae_NK4A136_group,0.001469398,14_Control,0.014693975,0.146939755
13145,SRD129_P170_N_D21,170,N,21,Control,Lachnospiraceae_NK4A136_group,0.001703111,21_Control,0.017031112,0.170311122
13146,SRD129_P170_N_D3,170,N,3,Control,Lachnospiraceae_NK4A136_group,0.000509392,3_Control,0.005093919,0.050939191
13147,SRD129_P170_N_D36,170,N,36,Control,Lachnospiraceae_NK4A136_group,0.000527148,36_Control,0.005271481,0.052714813
13148,SRD129_P170_N_D42,170,N,42,Control,Lachnospiraceae_NK4A136_group,0.005910215,42_Control,0.05910215,0.591021503
13149,SRD129_P170_N_D7,170,N,7,Control,Lachnospiraceae_NK4A136_group,0.000178961,7_Control,0.001789613,0.017896131
13150,SRD129_P171_N_D0,171,N,0,Control,Lachnospiraceae_NK4A136_group,4.21E-05,0_Control,0.000420504,0.004205038
13151,SRD129_P171_N_D1,171,N,1,Control,Lachnospiraceae_NK4A136_group,0,1_Control,0,0
13152,SRD129_P171_N_D10,171,N,10,Control,Lachnospiraceae_NK4A136_group,0.000227376,10_Control,0.002273761,0.022737608
13153,SRD129_P171_N_D14,171,N,14,Control,Lachnospiraceae_NK4A136_group,0.001407713,14_Control,0.01407713,0.140771296
13154,SRD129_P171_N_D21,171,N,21,Control,Lachnospiraceae_NK4A136_group,0.001486291,21_Control,0.014862909,0.148629092
13155,SRD129_P171_N_D3,171,N,3,Control,Lachnospiraceae_NK4A136_group,0.00017726,3_Control,0.001772596,0.017725957
13156,SRD129_P171_N_D36,171,N,36,Control,Lachnospiraceae_NK4A136_group,0.001035157,36_Control,0.01035157,0.1035157
13157,SRD129_P171_N_D42,171,N,42,Control,Lachnospiraceae_NK4A136_group,0.003238699,42_Control,0.03238699,0.323869901
13158,SRD129_P171_N_D7,171,N,7,Control,Lachnospiraceae_NK4A136_group,0,7_Control,0,0
13159,SRD129_P152_N_D0,152,N,0,IAV,Moraxellaceae_unclassified,0.000797887,0_IAV,0.011398385,0.079788698
13160,SRD129_P152_N_D1,152,N,1,IAV,Moraxellaceae_unclassified,0.000135442,1_IAV,0.001934882,0.013544171
13161,SRD129_P152_N_D10,152,N,10,IAV,Moraxellaceae_unclassified,0.000266958,10_IAV,0.003813684,0.026695789
13162,SRD129_P152_N_D14,152,N,14,IAV,Moraxellaceae_unclassified,0.000935235,14_IAV,0.0133605,0.093523498
13163,SRD129_P152_N_D21,152,N,21,IAV,Moraxellaceae_unclassified,0.000124396,21_IAV,0.001777088,0.012439616
13164,SRD129_P152_N_D3,152,N,3,IAV,Moraxellaceae_unclassified,0.000251013,3_IAV,0.0035859,0.025101302
13165,SRD129_P152_N_D36,152,N,36,IAV,Moraxellaceae_unclassified,0.000862255,36_IAV,0.012317926,0.08622548
13166,SRD129_P152_N_D42,152,N,42,IAV,Moraxellaceae_unclassified,0.000327051,42_IAV,0.00467216,0.032705122
13167,SRD129_P152_N_D7,152,N,7,IAV,Moraxellaceae_unclassified,0,7_IAV,0,0
13168,SRD129_P153_N_D0,153,N,0,IAV,Moraxellaceae_unclassified,0.000524961,0_IAV,0.007499438,0.052496063
13169,SRD129_P153_N_D1,153,N,1,IAV,Moraxellaceae_unclassified,0.000539568,1_IAV,0.007708119,0.053956835
13170,SRD129_P153_N_D10,153,N,10,IAV,Moraxellaceae_unclassified,0,10_IAV,0,0
13171,SRD129_P153_N_D14,153,N,14,IAV,Moraxellaceae_unclassified,0.000298835,14_IAV,0.004269065,0.029883455
13172,SRD129_P153_N_D21,153,N,21,IAV,Moraxellaceae_unclassified,8.91E-05,21_IAV,0.001273435,0.008914046
13173,SRD129_P153_N_D3,153,N,3,IAV,Moraxellaceae_unclassified,8.73E-05,3_IAV,0.001247334,0.008731337
13174,SRD129_P153_N_D36,153,N,36,IAV,Moraxellaceae_unclassified,3.55E-05,36_IAV,0.000506747,0.003547231
13175,SRD129_P153_N_D42,153,N,42,IAV,Moraxellaceae_unclassified,0.000120656,42_IAV,0.001723662,0.012065637
13176,SRD129_P153_N_D7,153,N,7,IAV,Moraxellaceae_unclassified,0.000179962,7_IAV,0.002570892,0.017996246
13177,SRD129_P154_N_D0,154,N,0,IAV,Moraxellaceae_unclassified,0.000896999,0_IAV,0.01281427,0.08969989
13178,SRD129_P154_N_D1,154,N,1,IAV,Moraxellaceae_unclassified,0.000257467,1_IAV,0.003678093,0.025746653
13179,SRD129_P154_N_D10,154,N,10,IAV,Moraxellaceae_unclassified,4.84E-05,10_IAV,0.00069125,0.004838749
13180,SRD129_P154_N_D14,154,N,14,IAV,Moraxellaceae_unclassified,0.00054272,14_IAV,0.00775314,0.05427198
13181,SRD129_P154_N_D21,154,N,21,IAV,Moraxellaceae_unclassified,0.00020982,21_IAV,0.002997422,0.020981956
13182,SRD129_P154_N_D3,154,N,3,IAV,Moraxellaceae_unclassified,0.000208716,3_IAV,0.002981657,0.020871598
13183,SRD129_P154_N_D36,154,N,36,IAV,Moraxellaceae_unclassified,0.000118474,36_IAV,0.001692486,0.011847405
13184,SRD129_P154_N_D42,154,N,42,IAV,Moraxellaceae_unclassified,4.90E-05,42_IAV,0.000699834,0.004898839
13185,SRD129_P154_N_D7,154,N,7,IAV,Moraxellaceae_unclassified,0.000152681,7_IAV,0.002181158,0.015268108
13186,SRD129_P156_N_D0,156,N,0,IAV,Moraxellaceae_unclassified,0.001081024,0_IAV,0.015443201,0.108102407
13187,SRD129_P156_N_D1,156,N,1,IAV,Moraxellaceae_unclassified,0.000539041,1_IAV,0.007700579,0.053904051
13188,SRD129_P156_N_D10,156,N,10,IAV,Moraxellaceae_unclassified,0.000526558,10_IAV,0.007522261,0.052655828
13189,SRD129_P156_N_D14,156,N,14,IAV,Moraxellaceae_unclassified,0.000155915,14_IAV,0.002227358,0.015591503
13190,SRD129_P156_N_D21,156,N,21,IAV,Moraxellaceae_unclassified,0.000212266,21_IAV,0.003032372,0.021226605
13191,SRD129_P156_N_D3,156,N,3,IAV,Moraxellaceae_unclassified,0.000159889,3_IAV,0.002284131,0.015988914
13192,SRD129_P156_N_D36,156,N,36,IAV,Moraxellaceae_unclassified,0,36_IAV,0,0
13193,SRD129_P156_N_D42,156,N,42,IAV,Moraxellaceae_unclassified,8.89E-05,42_IAV,0.001269503,0.008886519
13194,SRD129_P156_N_D7,156,N,7,IAV,Moraxellaceae_unclassified,0.000494483,7_IAV,0.007064037,0.049448262
13195,SRD129_P157_N_D0,157,N,0,IAV,Moraxellaceae_unclassified,0.000266969,0_IAV,0.003813846,0.026696923
13196,SRD129_P157_N_D1,157,N,1,IAV,Moraxellaceae_unclassified,0.000442717,1_IAV,0.006324533,0.04427173
13197,SRD129_P157_N_D10,157,N,10,IAV,Moraxellaceae_unclassified,6.35E-05,10_IAV,0.000907087,0.006349609
13198,SRD129_P157_N_D14,157,N,14,IAV,Moraxellaceae_unclassified,0.000670354,14_IAV,0.00957648,0.067035361
13199,SRD129_P157_N_D21,157,N,21,IAV,Moraxellaceae_unclassified,0,21_IAV,0,0
13200,SRD129_P157_N_D3,157,N,3,IAV,Moraxellaceae_unclassified,0.000285776,3_IAV,0.004082507,0.028577552
13201,SRD129_P157_N_D36,157,N,36,IAV,Moraxellaceae_unclassified,3.39E-05,36_IAV,0.000484689,0.003392821
13202,SRD129_P157_N_D42,157,N,42,IAV,Moraxellaceae_unclassified,3.35E-05,42_IAV,0.000478023,0.00334616
13203,SRD129_P157_N_D7,157,N,7,IAV,Moraxellaceae_unclassified,0.00032095,7_IAV,0.004585,0.032095001
13204,SRD129_P159_N_D0,159,N,0,IAV,Moraxellaceae_unclassified,9.50E-05,0_IAV,0.001357786,0.009504499
13205,SRD129_P159_N_D1,159,N,1,IAV,Moraxellaceae_unclassified,0.00012337,1_IAV,0.001762435,0.012337048
13206,SRD129_P159_N_D10,159,N,10,IAV,Moraxellaceae_unclassified,0,10_IAV,0,0
13207,SRD129_P159_N_D14,159,N,14,IAV,Moraxellaceae_unclassified,0.00209712,14_IAV,0.029958857,0.209711996
13208,SRD129_P159_N_D21,159,N,21,IAV,Moraxellaceae_unclassified,0,21_IAV,0,0
13209,SRD129_P159_N_D3,159,N,3,IAV,Moraxellaceae_unclassified,0.000169623,3_IAV,0.002423185,0.016962295
13210,SRD129_P159_N_D36,159,N,36,IAV,Moraxellaceae_unclassified,0,36_IAV,0,0
13211,SRD129_P159_N_D42,159,N,42,IAV,Moraxellaceae_unclassified,0.000264734,42_IAV,0.003781916,0.026473411
13212,SRD129_P159_N_D7,159,N,7,IAV,Moraxellaceae_unclassified,0.000816493,7_IAV,0.011664188,0.081649316
13213,SRD129_P160_N_D0,160,N,0,IAV,Moraxellaceae_unclassified,0.000177439,0_IAV,0.002534838,0.017743867
13214,SRD129_P160_N_D1,160,N,1,IAV,Moraxellaceae_unclassified,0.000210815,1_IAV,0.00301164,0.02108148
13215,SRD129_P160_N_D10,160,N,10,IAV,Moraxellaceae_unclassified,0,10_IAV,0,0
13216,SRD129_P160_N_D14,160,N,14,IAV,Moraxellaceae_unclassified,0.004117109,14_IAV,0.058815841,0.411710887
13217,SRD129_P160_N_D21,160,N,21,IAV,Moraxellaceae_unclassified,0,21_IAV,0,0
