"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","newp","Treatment","OTU","comp"
"Otu01292",8.96285823009238,-1.65122143095218,0.445354941699209,-3.70765265262828,0.000209189317611184,0.00117668991156291,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","1.0e-03","Control","Otu0129","D14_IAVvsControl"
"Otu0131",45.3481603403754,1.58611529160118,0.348814105461773,4.54716499925202,5.43733702826261e-06,4.89360332543635e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified","0.0e+00","IAV","Otu0131","D14_IAVvsControl"
"Otu01322",18.9578163599654,-1.45929178919788,0.355482950278808,-4.10509642741895,4.04146263458025e-05,0.000267449733170752,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Pseudoramibacter","0.0e+00","Control","Otu0132","D14_IAVvsControl"
"Otu01382",18.0158271932905,1.73552907863176,0.400596292519902,4.33236430550723,1.47516582305817e-05,0.000114452520754514,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_unclassified","0.0e+00","IAV","Otu0138","D14_IAVvsControl"
"Otu01391",1.29058528495486,3.74305970646802,1.17171796745656,3.19450568347353,0.00140070527138181,0.00606074396270978,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","6.0e-03","IAV","Otu0139","D14_IAVvsControl"
"Otu01432",2.23802078489516,-3.42116811017634,0.957539432227449,-3.5728743851498,0.000353084157947857,0.00189152227472066,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacteriaceae_unclassified","2.0e-03","Control","Otu0143","D14_IAVvsControl"
"Otu0144",12.1085373357928,-1.19478241802473,0.395983273294885,-3.01725476453392,0.00255075337613643,0.0104349001751036,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","1.0e-02","Control","Otu0144","D14_IAVvsControl"
"Otu01712",12.8618894666816,-2.33001659851591,0.436763737366083,-5.33472996766433,9.56868475921258e-08,1.52943237742089e-06,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobiaceae_ge","0.0e+00","Control","Otu0171","D14_IAVvsControl"
"Otu01802",7.65153690937138,3.40521865700177,0.521235705462044,6.53297274403573,6.44768813455497e-11,1.64129330512721e-09,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","0.0e+00","IAV","Otu0180","D14_IAVvsControl"
"Otu01812",7.65116580990899,-1.8116353783612,0.483250961858526,-3.74885002068876,0.000177647276809763,0.00102488813544094,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas","1.0e-03","Control","Otu0181","D14_IAVvsControl"
"Otu02081",8.06572801288204,3.06324593784017,0.675210315501854,4.53672858295033,5.71335589393502e-06,4.94425029282838e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","0.0e+00","IAV","Otu0208","D14_IAVvsControl"
"Otu02131",7.88034997234914,3.32241138672742,0.644213223226917,5.15731634641896,2.50514360894375e-07,3.52285820007715e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","0.0e+00","IAV","Otu0213","D14_IAVvsControl"
"Otu02191",4.64101478088612,-2.36179936655203,0.608326360965878,-3.88245441608359,0.000103407405332081,0.000612280689466268,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter","1.0e-03","Control","Otu0219","D14_IAVvsControl"
"Otu02231",2.56760122381533,-3.34939971587825,1.32801238654223,-2.52211481596128,0.0116651626405021,0.0380385738277243,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","dgA-11_gut_group","3.8e-02","Control","Otu0223","D14_IAVvsControl"
"Otu02352",2.85415238671542,4.19864466984657,0.885069284498577,4.7438598801056,2.09683914916434e-06,2.05125568939989e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","0.0e+00","IAV","Otu0235","D14_IAVvsControl"
"Otu02394",4.44766257814377,-3.48573188049187,0.891513957859569,-3.90990163391355,9.23337135285447e-05,0.000577085709553404,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichiaceae_unclassified","1.0e-03","Control","Otu0239","D14_IAVvsControl"
"Otu02541",3.61309878354175,-3.83242086166627,1.53800675720638,-2.49181015864159,0.012709394767038,0.0408516260369079,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinotignum","4.1e-02","Control","Otu0254","D14_IAVvsControl"
"Otu02681",20.1019646671332,8.17203970335731,0.75453640507898,10.8305439583156,2.46685495002565e-27,5.5504236375577e-25,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacteriaceae_unclassified","0.0e+00","IAV","Otu0268","D14_IAVvsControl"
"Otu02812",6.78144919964279,-3.76001886695153,0.745154970472528,-5.04595556085089,4.51260293250616e-07,5.64075366563271e-06,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Schwartzia","0.0e+00","Control","Otu0281","D14_IAVvsControl"
"Otu02922",3.81766300506882,2.63002516194308,0.790216646075558,3.32823305482685,0.000873987193415147,0.00418398124507251,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","4.0e-03","IAV","Otu0292","D14_IAVvsControl"
"Otu0318",16.9374090326423,0.951269890381075,0.341844870377548,2.7827531515405,0.00538997977481076,0.0198810729398758,"Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39","Mollicutes_RF39_fa","Mollicutes_RF39_ge","2.0e-02","IAV","Otu0318","D14_IAVvsControl"
"Otu03262",6.57253033597252,-1.58891530911873,0.495556934430454,-3.20632241973342,0.00134443257205842,0.00593132017084598,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified","6.0e-03","Control","Otu0326","D14_IAVvsControl"
"Otu03341",9.57574444542872,2.57483299720359,0.608324890324425,4.23266093194117,2.30942547043462e-05,0.000173206910282597,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Clostridiales_vadinBB60_group_ge","0.0e+00","IAV","Otu0334","D14_IAVvsControl"
"Otu0337",2.770867909892,4.85500136809454,1.10136748801539,4.40815751411279,1.04253715969426e-05,8.51340623625485e-05,"Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","0.0e+00","IAV","Otu0337","D14_IAVvsControl"
"Otu0363",4.61027801287097,5.7584024380904,0.824092778232588,6.98756570885176,2.79696590800503e-12,1.04886221550189e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcaceae_unclassified","0.0e+00","IAV","Otu0363","D14_IAVvsControl"
"Otu03962",1.53326608936769,4.45543528060268,0.970517725128988,4.59078197671302,4.4158842815533e-06,4.13989151395622e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_2","0.0e+00","IAV","Otu0396","D14_IAVvsControl"
"Otu0399",2.37648132902078,-2.65017117624704,0.959903707153471,-2.76087190464754,0.00576472817175332,0.0209203844942661,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Peptoniphilus","2.1e-02","Control","Otu0399","D14_IAVvsControl"
"Otu0418",8.64639540472361,4.64964314601103,0.712014044985257,6.53026886022635,6.56517322050885e-11,1.64129330512721e-09,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","0.0e+00","IAV","Otu0418","D14_IAVvsControl"
"Otu0466",1.94601405202906,2.69130471930205,1.04405515225608,2.57774190710753,0.00994482454538629,0.0339028109501805,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcaceae_unclassified","3.4e-02","IAV","Otu0466","D14_IAVvsControl"
"Otu0532",1.28656650200993,4.28350682801608,1.27750156198858,3.35303451320113,0.000799307387850577,0.00390965570144304,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified","4.0e-03","IAV","Otu0532","D14_IAVvsControl"
"Otu0558",5.82682689539689,5.50741165954502,1.1258574779954,4.89174852695476,9.994408975199e-07,1.12437100970989e-05,"Bacteria","Tenericutes","Mollicutes","Izimaplasmatales","Izimaplasmatales_fa","Izimaplasmatales_ge","0.0e+00","IAV","Otu0558","D14_IAVvsControl"
"Otu0592",1.17965438650819,2.72526058179444,1.0448265662622,2.60833775651769,0.0090983130888049,0.031494160692017,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta","3.1e-02","IAV","Otu0592","D14_IAVvsControl"
"Otu0615",2.30396761503302,5.0213213517106,1.19716012538164,4.19436067511008,2.73642281177518e-05,0.000192404728952943,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter","0.0e+00","IAV","Otu0615","D14_IAVvsControl"
"Otu0618",1.31335769014745,4.28384922199098,1.20480112803089,3.55564841559573,0.000377048022798759,0.00197292570069118,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","2.0e-03","IAV","Otu0618","D14_IAVvsControl"
"Otu0658",1.30237584541004,4.2614765478967,1.21163948828306,3.51711593184817,0.000436263193137811,0.00223089132854563,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter","2.0e-03","IAV","Otu0658","D14_IAVvsControl"
"Otu00123",446.431394966334,-1.59646890758397,0.240963491470478,-6.62535597339467,3.46412350009119e-11,7.37858305519424e-10,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_NK3B31_group","0.0e+00","Control","Otu0012","D21_IAVvsControl"
"Otu00133",245.70100663898,-0.855996984519305,0.122752664343201,-6.97334749595368,3.09486901603502e-12,7.32452333794954e-11,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","0.0e+00","Control","Otu0013","D21_IAVvsControl"
"Otu00152",111.250485076481,0.529825864659559,0.193831951057596,2.73342894073291,0.00626786463761951,0.026177552310058,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","2.6e-02","IAV","Otu0015","D21_IAVvsControl"
"Otu00163",356.375992813352,-0.552312293847047,0.114712063857827,-4.81477078584844,1.47368946204281e-06,1.307899397563e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","0.0e+00","Control","Otu0016","D21_IAVvsControl"
"Otu00202",161.76085844322,-4.03629940082207,0.636243230716714,-6.34395653416268,2.239380338924e-10,3.66913855531394e-09,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","0.0e+00","Control","Otu0020","D21_IAVvsControl"
"Otu00285",153.808652270636,2.01220072374106,0.25002455493243,8.04801242135945,8.41494098676725e-16,2.24047803772678e-14,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","0.0e+00","IAV","Otu0028","D21_IAVvsControl"
"Otu00293",104.499770905538,-0.914969113248136,0.284036124317945,-3.22131248426674,0.00127604934517156,0.00647139310765575,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","6.0e-03","Control","Otu0029","D21_IAVvsControl"
"Otu00304",179.57972111454,0.69967237193865,0.190166690477652,3.67925828745951,0.000233913272512991,0.00138398686236853,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonellaceae_unclassified","1.0e-03","IAV","Otu0030","D21_IAVvsControl"
"Otu00343",91.8133447390499,0.692747752692887,0.187952520149076,3.68575931912713,0.000228021768090583,0.00138398686236853,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","1.0e-03","IAV","Otu0034","D21_IAVvsControl"
"Otu00361",85.0814999736463,-0.613776134040835,0.210467847905168,-2.91624654383025,0.0035427043320557,0.0160552345261248,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","1.6e-02","Control","Otu0036","D21_IAVvsControl"
"Otu00384",72.1759398124176,1.67678311965793,0.26484214684653,6.33125482338576,2.43175342830961e-10,3.69973914449962e-09,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","0.0e+00","IAV","Otu0038","D21_IAVvsControl"
"Otu00392",97.6599712457222,0.989038745968226,0.158283011388547,6.24854643143206,4.14290071737089e-10,5.88291901866666e-09,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","0.0e+00","IAV","Otu0039","D21_IAVvsControl"
"Otu00415",63.518440902715,3.81101599225615,0.280294810232213,13.5964557784672,4.20313388912511e-42,4.47633759191824e-40,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","0.0e+00","IAV","Otu0041","D21_IAVvsControl"
"Otu00421",50.5914887688166,0.483948531593103,0.188471167870208,2.5677589684507,0.0102358300994134,0.0403746631699083,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Mogibacterium","4.0e-02","IAV","Otu0042","D21_IAVvsControl"
"Otu00462",51.1591295203748,-0.705954892342746,0.227749635137117,-3.09969713856061,0.00193718614265273,0.00937774200875072,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrionaceae_unclassified","9.0e-03","Control","Otu0046","D21_IAVvsControl"
"Otu00476",50.2206301175833,-4.90708361541918,0.353365950563253,-13.8866905755845,7.62791257076076e-44,1.62474537757204e-41,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter","0.0e+00","Control","Otu0047","D21_IAVvsControl"
"Otu00481",58.1772953353808,-0.430602600883576,0.162542929659574,-2.64916229691086,0.00806915709846036,0.0324288766409822,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","3.2e-02","Control","Otu0048","D21_IAVvsControl"
"Otu00526",13.6967665034066,-2.23342172355576,0.450477689156234,-4.95789642265984,7.12605345691739e-07,6.89931539237911e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","0.0e+00","Control","Otu0052","D21_IAVvsControl"
"Otu00532",145.012321845546,-1.08275587139549,0.196491586508649,-5.51044393622335,3.57929804459669e-08,3.81546262306985e-07,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","0.0e+00","Control","Otu0053","D21_IAVvsControl"
"Otu00562",21.9338379258311,-1.02471457774374,0.29082098901709,-3.52352346096837,0.00042584939410315,0.00238699791957818,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-003","2.0e-03","Control","Otu0056","D21_IAVvsControl"
"Otu00614",28.0832941350593,2.0818792519758,0.214220949509247,9.71837374796967,2.51770282653622e-22,1.07254140410443e-20,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","0.0e+00","IAV","Otu0061","D21_IAVvsControl"
"Otu00622",17.4215131062143,-1.66120515715633,0.475533534649178,-3.49335017641159,0.000477000562518462,0.00260515691837006,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-001","3.0e-03","Control","Otu0062","D21_IAVvsControl"
"Otu00662",36.4643580054871,0.75142990767723,0.231056252392025,3.25215136962537,0.00114535007724442,0.00595023332812347,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema_2","6.0e-03","IAV","Otu0066","D21_IAVvsControl"
"Otu00682",2.09019926144245,-4.97930210559342,1.2009185832186,-4.14624452912395,3.37972882433352e-05,0.00023996074652768,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_AC2044_group","0.0e+00","Control","Otu0068","D21_IAVvsControl"
"Otu0073",54.9814868623282,-1.67502860264223,0.192620363434927,-8.69600997927771,3.43758229071782e-18,1.04600718274699e-16,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2","0.0e+00","Control","Otu0073","D21_IAVvsControl"
"Otu00823",9.675672554083,1.06435089673241,0.374620281928437,2.84114594984938,0.00449517346650142,0.0199473322576001,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_XPB1014_group","2.0e-02","IAV","Otu0082","D21_IAVvsControl"
"Otu00943",9.67793215756123,1.5135674124155,0.313553971999077,4.82713519068402,1.38511099548029e-06,1.28273322624914e-05,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenisphaera","0.0e+00","IAV","Otu0094","D21_IAVvsControl"
"Otu00994",32.8411382473585,-2.61832128864696,0.695215126516468,-3.76620299067232,0.000165749048909501,0.00103836904169776,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified","1.0e-03","Control","Otu0099","D21_IAVvsControl"
"Otu0118",22.1390644602639,0.70354030003899,0.256770671887551,2.73995583244451,0.00614474412359913,0.0261766099665323,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_1","2.6e-02","IAV","Otu0118","D21_IAVvsControl"
"Otu01203",29.571492460021,6.80802239131716,0.668515702899888,10.1837882966478,2.34260026483911e-24,1.24743464102682e-22,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","0.0e+00","IAV","Otu0120","D21_IAVvsControl"
"Otu01213",13.7875705934394,1.94191910391726,0.480672391843733,4.04000549411328,5.34499493291011e-05,0.000344995127487834,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacteriaceae_unclassified","0.0e+00","IAV","Otu0121","D21_IAVvsControl"
"Otu01252",37.1727310709167,-1.01360238481214,0.219957532106343,-4.60817311008059,4.06222398051008e-06,3.2046433624024e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","0.0e+00","Control","Otu0125","D21_IAVvsControl"
"Otu01303",10.1270140474537,2.732151458963,0.426301539157837,6.40896456616224,1.46511237136884e-10,2.60057445917969e-09,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_ge","0.0e+00","IAV","Otu0130","D21_IAVvsControl"
"Otu01323",12.876853922953,0.870481618894598,0.295296692827848,2.9478204126115,0.00320022917258389,0.0148184524730515,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Pseudoramibacter","1.5e-02","IAV","Otu0132","D21_IAVvsControl"
"Otu01392",13.1908739637889,1.89657683727972,0.460966904529078,4.11434490989599,3.88280506394531e-05,0.00025844921206886,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","0.0e+00","IAV","Otu0139","D21_IAVvsControl"
