,Category,x,avg,Genus,Treatment,Day,,,
1112,Ruminococcus_2,0.006246754,0.062467537,Other,Control,D10,,,
1113,Solobacterium,0.002930671,0.029306713,Other,Control,D10,,,
1114,Sphingobacterium,0.003007259,0.030072587,Other,Control,D10,,,
1115,Staphylococcus,0.073095622,0.730956218,Other,Control,D10,,,
1116,Streptococcus,1.067915438,10.67915438,Streptococcus,Control,D10,,,
1117,Subdoligranulum,0.018259538,0.182595383,Other,Control,D10,,,
1118,Succiniclasticum,0.000938825,0.009388249,Other,Control,D10,,,
1119,Succinivibrionaceae_unclassified,0.00608253,0.060825304,Other,Control,D10,,,
1120,Syntrophococcus,0.007020263,0.070202629,Other,Control,D10,,,
1121,Terrisporobacter,0.025714744,0.257147444,Other,Control,D10,,,
1122,Treponema_2,0.012763853,0.127638526,Other,Control,D10,,,
1123,Turicibacter,0.014751894,0.14751894,Other,Control,D10,,,
1124,uncultured,0.044239184,0.442391841,Other,Control,D10,,,
1125,uncultured.1,0.018274141,0.18274141,Other,Control,D10,,,
1126,uncultured.2,0.002914397,0.029143974,Other,Control,D10,,,
1127,Veillonella,0.008397986,0.083979862,Other,Control,D10,,,
1128,Veillonellaceae_unclassified,0.00949779,0.094977901,Other,Control,D10,,,
1129,Weeksellaceae_unclassified,0.889965501,8.899655012,Weeksellaceae_unclassified,Control,D10,,,
1130,Weissella,0.074124678,0.741246782,Other,Control,D10,,,
1131,Acinetobacter,0.041231739,0.589024844,Other,IAV,D14,,,
1132,Actinobacillus,1.036357525,14.80510749,Actinobacillus,IAV,D14,,,
1133,Actinomyces,0.001336133,0.019087615,Other,IAV,D14,,,
1134,Aerococcus,0.024939103,0.356272905,Other,IAV,D14,,,
1135,Agathobacter,0.009644983,0.137785467,Other,IAV,D14,,,
1136,Alloprevotella,0.01885889,0.26941271,Other,IAV,D14,,,
1137,Anaerococcus,0.001080224,0.01543177,Other,IAV,D14,,,
1138,Anaerovibrio,0.002715285,0.03878978,Other,IAV,D14,,,
1139,Bacteria_unclassified,0.003695539,0.052793415,Other,IAV,D14,,,
1140,Bacteroidales_unclassified,0.004116161,0.058802293,Other,IAV,D14,,,
1141,Bacteroides,0.002998414,0.042834488,Other,IAV,D14,,,
1142,Bergeyella,0.016967856,0.242397942,Other,IAV,D14,,,
1143,Blautia,0.052625965,0.751799505,Other,IAV,D14,,,
1144,Brachybacterium,0.001550317,0.022147381,Other,IAV,D14,,,
1145,Burkholderiaceae_unclassified,0.017293138,0.24704483,Other,IAV,D14,,,
1146,Carnobacteriaceae_unclassified,0.220169944,3.145284909,Carnobacteriaceae_unclassified,IAV,D14,,,
1147,Catenibacterium,0.007527858,0.107540829,Other,IAV,D14,,,
1148,Catenisphaera,0.014526825,0.207526068,Other,IAV,D14,,,
1149,Christensenellaceae_R-7_group,0.011151505,0.159307217,Other,IAV,D14,,,
1150,Chryseobacterium,0.123093398,1.758477116,Chryseobacterium,IAV,D14,,,
1151,Clostridiales_unclassified,0.001141235,0.016303356,Other,IAV,D14,,,
1152,Clostridiales_vadinBB60_group_ge,0.007620527,0.108864678,Other,IAV,D14,,,
1153,Clostridium_sensu_stricto_1,0.130199297,1.859989951,Clostridium_sensu_stricto_1,IAV,D14,,,
1154,Clostridium_sensu_stricto_6,0.02225856,0.317979431,Other,IAV,D14,,,
1155,Collinsella,0.028687048,0.409814976,Other,IAV,D14,,,
1156,Coprococcus_1,0.006885553,0.098365037,Other,IAV,D14,,,
1157,Coprococcus_3,0.006444956,0.092070804,Other,IAV,D14,,,
1158,Corynebacterium_1,0.001111557,0.015879383,Other,IAV,D14,,,
1159,Dialister,4.98E-05,0.000711511,Other,IAV,D14,,,
1160,Dorea,0.009077141,0.129673438,Other,IAV,D14,,,
1161,Eggerthellaceae_unclassified,0.015658805,0.223697219,Other,IAV,D14,,,
1162,Empedobacter,0.000467617,0.00668025,Other,IAV,D14,,,
1163,Enhydrobacter,0.081478664,1.16398091,Enhydrobacter,IAV,D14,,,
1164,Enterobacteriaceae_unclassified,0.011509905,0.164427212,Other,IAV,D14,,,
1165,Enterococcus,0.012770431,0.182434733,Other,IAV,D14,,,
1166,Erysipelotrichaceae_unclassified,0.013585631,0.194080445,Other,IAV,D14,,,
1167,Escherichia-Shigella,0.006067565,0.086679503,Other,IAV,D14,,,
1168,Faecalibacterium,0.006751691,0.096452734,Other,IAV,D14,,,
1169,Family_XIII_AD3011_group,0.017111254,0.24444649,Other,IAV,D14,,,
1170,Family_XIII_ge,0.001077311,0.015390162,Other,IAV,D14,,,
1171,Fusobacterium,0.003553457,0.050763671,Other,IAV,D14,,,
1172,Holdemanella,0.002785658,0.039795114,Other,IAV,D14,,,
1173,Intestinibacter,0.006057106,0.086530085,Other,IAV,D14,,,
1174,Lachnospiraceae_AC2044_group,0,0,Other,IAV,D14,,,
1175,Lachnospiraceae_ge,0.015371155,0.219587928,Other,IAV,D14,,,
1176,Lachnospiraceae_NK4A136_group,0.018183197,0.259759957,Other,IAV,D14,,,
1177,Lachnospiraceae_unclassified,0.040188919,0.574127411,Other,IAV,D14,,,
1178,Lachnospiraceae_XPB1014_group,0.000600003,0.00857147,Other,IAV,D14,,,
1179,Lactobacillus,0.0247736,0.353908572,Other,IAV,D14,,,
1180,Lactococcus,0.138617587,1.980251248,Lactococcus,IAV,D14,,,
1181,Leuconostoc,0.002249032,0.032129035,Other,IAV,D14,,,
1182,Marvinbryantia,0.006532454,0.093320772,Other,IAV,D14,,,
1183,Megasphaera,0.019038807,0.271982962,Other,IAV,D14,,,
1184,Mogibacterium,0.02992488,0.42749828,Other,IAV,D14,,,
1185,Mollicutes_RF39_ge,0.009635672,0.137652456,Other,IAV,D14,,,
1186,Moraxella,2.235285255,31.9326465,Moraxella,IAV,D14,,,
1187,Moraxellaceae_unclassified,0.008817287,0.12596124,Other,IAV,D14,,,
1188,Muribaculaceae_ge,0.015408314,0.220118769,Other,IAV,D14,,,
1189,Muribaculaceae_unclassified,0.000137237,0.001960528,Other,IAV,D14,,,
1190,Neisseriaceae_unclassified,0.215851389,3.083591274,Neisseriaceae_unclassified,IAV,D14,,,
1191,Olsenella,0.024401378,0.34859111,Other,IAV,D14,,,
1192,Oscillospira,0.013278566,0.189693803,Other,IAV,D14,,,
1193,Parabacteroides,0.003757831,0.053683307,Other,IAV,D14,,,
1194,Parvimonas,0.001292013,0.01845733,Other,IAV,D14,,,
1195,Pasteurellaceae_unclassified,0.002227317,0.031818808,Other,IAV,D14,,,
1196,Pediococcus,0.012968867,0.185269522,Other,IAV,D14,,,
1197,Peptococcus,0.001472512,0.021035885,Other,IAV,D14,,,
1198,Peptostreptococcus,0.002059637,0.02942338,Other,IAV,D14,,,
1199,Phascolarctobacterium,0.05238672,0.748381719,Other,IAV,D14,,,
1200,Porphyromonas,0.004532293,0.064747048,Other,IAV,D14,,,
1201,Prevotella_1,0.004414648,0.063066396,Other,IAV,D14,,,
1202,Prevotella_2,0.008797544,0.125679194,Other,IAV,D14,,,
1203,Prevotella_7,0.003078012,0.043971601,Other,IAV,D14,,,
1204,Prevotella_9,0.101817188,1.454531256,Prevotella_9,IAV,D14,,,
1205,Prevotellaceae_NK3B31_group,0.151171566,2.159593806,Prevotellaceae_NK3B31_group,IAV,D14,,,
1206,Prevotellaceae_UCG-001,0.002161815,0.030883069,Other,IAV,D14,,,
1207,Prevotellaceae_UCG-003,0.014376943,0.205384897,Other,IAV,D14,,,
1208,Prevotellaceae_unclassified,0.037834827,0.540497535,Other,IAV,D14,,,
1209,Pseudoramibacter,0.003106069,0.044372409,Other,IAV,D14,,,
1210,Rikenellaceae_RC9_gut_group,0.01046979,0.149568422,Other,IAV,D14,,,
1211,Romboutsia,0.012861346,0.183733509,Other,IAV,D14,,,
1212,Roseburia,0.001985005,0.028357221,Other,IAV,D14,,,
1213,Rothia,0.016023102,0.228901464,Other,IAV,D14,,,
1214,Ruminiclostridium_5,0.004842149,0.069173554,Other,IAV,D14,,,
1215,Ruminiclostridium_9,0.004068088,0.05811554,Other,IAV,D14,,,
1216,Ruminococcaceae_ge,0.016454215,0.235060207,Other,IAV,D14,,,
1217,Ruminococcaceae_NK4A214_group,0.011385292,0.162647028,Other,IAV,D14,,,
1218,Ruminococcaceae_UCG-002,0.013378836,0.191126227,Other,IAV,D14,,,
1219,Ruminococcaceae_UCG-005,0.017938943,0.256270613,Other,IAV,D14,,,
1220,Ruminococcaceae_UCG-008,0.003046033,0.043514764,Other,IAV,D14,,,
1221,Ruminococcaceae_UCG-010,0.007669765,0.109568072,Other,IAV,D14,,,
1222,Ruminococcaceae_UCG-014,0.014471641,0.206737734,Other,IAV,D14,,,
1223,Ruminococcaceae_unclassified,0.033170217,0.473860245,Other,IAV,D14,,,
1224,Ruminococcus_1,0.008432498,0.120464255,Other,IAV,D14,,,
1225,Ruminococcus_2,0.008330135,0.119001924,Other,IAV,D14,,,
1226,Solobacterium,0.010150367,0.145005248,Other,IAV,D14,,,
1227,Sphingobacterium,0.005672231,0.081031878,Other,IAV,D14,,,
1228,Staphylococcus,0.009140698,0.130581403,Other,IAV,D14,,,
1229,Streptococcus,0.449912643,6.427323473,Streptococcus,IAV,D14,,,
1230,Subdoligranulum,0.016837065,0.240529498,Other,IAV,D14,,,
1231,Succiniclasticum,0.000582389,0.008319837,Other,IAV,D14,,,
1232,Succinivibrionaceae_unclassified,0.017506658,0.250095109,Other,IAV,D14,,,
1233,Syntrophococcus,0.004736431,0.067663302,Other,IAV,D14,,,
1234,Terrisporobacter,0.128383437,1.834049094,Terrisporobacter,IAV,D14,,,
1235,Treponema_2,0.062822234,0.897460482,Other,IAV,D14,,,
1236,Turicibacter,0.026251951,0.375027865,Other,IAV,D14,,,
1237,uncultured,0.030309298,0.432989972,Other,IAV,D14,,,
1238,uncultured.1,0.008275571,0.118222447,Other,IAV,D14,,,
1239,uncultured.2,0.005808237,0.082974809,Other,IAV,D14,,,
1240,Veillonella,0.002309542,0.032993454,Other,IAV,D14,,,
1241,Veillonellaceae_unclassified,0.020389731,0.291281872,Other,IAV,D14,,,
1242,Weeksellaceae_unclassified,0.532936777,7.613382528,Weeksellaceae_unclassified,IAV,D14,,,
1243,Weissella,0.108930426,1.556148939,Weissella,IAV,D14,,,
1244,Acinetobacter,0.004243921,0.04243921,Other,Control,D14,,,
1245,Actinobacillus,0.506147608,5.061476079,Actinobacillus,Control,D14,,,
1246,Actinomyces,0.005295212,0.052952124,Other,Control,D14,,,
1247,Aerococcus,0.013103166,0.131031664,Other,Control,D14,,,
1248,Agathobacter,0.0214507,0.214506999,Other,Control,D14,,,
1249,Alloprevotella,0.044030396,0.440303957,Other,Control,D14,,,
1250,Anaerococcus,0.006980647,0.069806473,Other,Control,D14,,,
1251,Anaerovibrio,0.004832841,0.048328412,Other,Control,D14,,,
1252,Bacteria_unclassified,0.002581592,0.025815917,Other,Control,D14,,,
1253,Bacteroidales_unclassified,0.00627493,0.062749296,Other,Control,D14,,,
1254,Bacteroides,0.004828771,0.048287711,Other,Control,D14,,,
1255,Bergeyella,0.026315126,0.26315126,Other,Control,D14,,,
1256,Blautia,0.094095142,0.940951424,Other,Control,D14,,,
1257,Brachybacterium,0.000216745,0.002167446,Other,Control,D14,,,
1258,Burkholderiaceae_unclassified,0.004797142,0.047971417,Other,Control,D14,,,
1259,Carnobacteriaceae_unclassified,0.402215422,4.022154222,Carnobacteriaceae_unclassified,Control,D14,,,
1260,Catenibacterium,0.00465537,0.046553699,Other,Control,D14,,,
1261,Catenisphaera,0.014607971,0.146079706,Other,Control,D14,,,
1262,Christensenellaceae_R-7_group,0.011608478,0.116084776,Other,Control,D14,,,
1263,Chryseobacterium,0.018788762,0.187887622,Other,Control,D14,,,
1264,Clostridiales_unclassified,0.003896606,0.038966055,Other,Control,D14,,,
1265,Clostridiales_vadinBB60_group_ge,0.001249245,0.012492452,Other,Control,D14,,,
1266,Clostridium_sensu_stricto_1,0.128977156,1.289771559,Clostridium_sensu_stricto_1,Control,D14,,,
1267,Clostridium_sensu_stricto_6,0.018452695,0.184526949,Other,Control,D14,,,
1268,Collinsella,0.042636456,0.426364557,Other,Control,D14,,,
1269,Coprococcus_1,0.005490674,0.054906739,Other,Control,D14,,,
1270,Coprococcus_3,0.010933487,0.10933487,Other,Control,D14,,,
1271,Corynebacterium_1,3.74E-05,0.000374462,Other,Control,D14,,,
1272,Dialister,0.004256222,0.042562222,Other,Control,D14,,,
1273,Dorea,0.011456489,0.114564892,Other,Control,D14,,,
1274,Eggerthellaceae_unclassified,0.015923891,0.15923891,Other,Control,D14,,,
1275,Empedobacter,0.0049248,0.049248002,Other,Control,D14,,,
1276,Enhydrobacter,0.021536422,0.215364218,Other,Control,D14,,,
1277,Enterobacteriaceae_unclassified,0.0048941,0.048941,Other,Control,D14,,,
1278,Enterococcus,0.003087228,0.030872284,Other,Control,D14,,,
1279,Erysipelotrichaceae_unclassified,0.0039966,0.039965995,Other,Control,D14,,,
1280,Escherichia-Shigella,0.011415116,0.114151156,Other,Control,D14,,,
1281,Faecalibacterium,0.026687044,0.266870438,Other,Control,D14,,,
1282,Family_XIII_AD3011_group,0.016466292,0.164662916,Other,Control,D14,,,
1283,Family_XIII_ge,0.002824244,0.028242437,Other,Control,D14,,,
1284,Fusobacterium,0.007016517,0.070165172,Other,Control,D14,,,
1285,Holdemanella,0.006825711,0.068257112,Other,Control,D14,,,
1286,Intestinibacter,0.010655255,0.106552549,Other,Control,D14,,,
1287,Lachnospiraceae_AC2044_group,0.000660978,0.006609781,Other,Control,D14,,,
1288,Lachnospiraceae_ge,0.027796214,0.277962135,Other,Control,D14,,,
1289,Lachnospiraceae_NK4A136_group,0.009417113,0.094171126,Other,Control,D14,,,
1290,Lachnospiraceae_unclassified,0.042776584,0.427765843,Other,Control,D14,,,
1291,Lachnospiraceae_XPB1014_group,0.00373818,0.037381804,Other,Control,D14,,,
1292,Lactobacillus,0.144764923,1.447649235,Lactobacillus,Control,D14,,,
1293,Lactococcus,0.023564826,0.235648258,Other,Control,D14,,,
1294,Leuconostoc,0.03333222,0.333322204,Other,Control,D14,,,
1295,Marvinbryantia,0.008176086,0.081760861,Other,Control,D14,,,
1296,Megasphaera,0.060192896,0.601928963,Other,Control,D14,,,
1297,Mogibacterium,0.041084034,0.410840335,Other,Control,D14,,,
1298,Mollicutes_RF39_ge,0.005572432,0.055724316,Other,Control,D14,,,
1299,Moraxella,4.091510226,40.91510226,Moraxella,Control,D14,,,
1300,Moraxellaceae_unclassified,0.00342493,0.034249304,Other,Control,D14,,,
1301,Muribaculaceae_ge,0.01393808,0.139380805,Other,Control,D14,,,
1302,Muribaculaceae_unclassified,0.00072997,0.007299699,Other,Control,D14,,,
1303,Neisseriaceae_unclassified,0.438325552,4.383255518,Neisseriaceae_unclassified,Control,D14,,,
1304,Olsenella,0.036857916,0.36857916,Other,Control,D14,,,
1305,Oscillospira,0.005576942,0.055769421,Other,Control,D14,,,
1306,Parabacteroides,0.004756256,0.047562558,Other,Control,D14,,,
1307,Parvimonas,0.001705241,0.017052414,Other,Control,D14,,,
1308,Pasteurellaceae_unclassified,0.00361979,0.036197904,Other,Control,D14,,,
1309,Pediococcus,0.027504377,0.275043768,Other,Control,D14,,,
1310,Peptococcus,0.003590729,0.035907287,Other,Control,D14,,,
1311,Peptostreptococcus,0.004910283,0.049102832,Other,Control,D14,,,
1312,Phascolarctobacterium,0.065814278,0.658142776,Other,Control,D14,,,
1313,Porphyromonas,0.004849785,0.04849785,Other,Control,D14,,,
1314,Prevotella_1,0.007547433,0.075474326,Other,Control,D14,,,
1315,Prevotella_2,0.015921462,0.159214619,Other,Control,D14,,,
1316,Prevotella_7,0.000804959,0.008049588,Other,Control,D14,,,
1317,Prevotella_9,0.210520613,2.105206128,Prevotella_9,Control,D14,,,
1318,Prevotellaceae_NK3B31_group,0.16202647,1.620264698,Prevotellaceae_NK3B31_group,Control,D14,,,
1319,Prevotellaceae_UCG-001,0.002670959,0.026709588,Other,Control,D14,,,
1320,Prevotellaceae_UCG-003,0.008448829,0.08448829,Other,Control,D14,,,
1321,Prevotellaceae_unclassified,0.046394539,0.463945393,Other,Control,D14,,,
1322,Pseudoramibacter,0.011174514,0.111745138,Other,Control,D14,,,
1323,Rikenellaceae_RC9_gut_group,0.006729348,0.067293485,Other,Control,D14,,,
1324,Romboutsia,0.023324803,0.233248029,Other,Control,D14,,,
1325,Roseburia,0.003350696,0.033506965,Other,Control,D14,,,
1326,Rothia,0.072226045,0.722260448,Other,Control,D14,,,
1327,Ruminiclostridium_5,0.005304839,0.05304839,Other,Control,D14,,,
1328,Ruminiclostridium_9,0.00496078,0.049607801,Other,Control,D14,,,
1329,Ruminococcaceae_ge,0.008638968,0.086389676,Other,Control,D14,,,
1330,Ruminococcaceae_NK4A214_group,0.011160025,0.111600251,Other,Control,D14,,,
1331,Ruminococcaceae_UCG-002,0.028034378,0.280343776,Other,Control,D14,,,
1332,Ruminococcaceae_UCG-005,0.01685357,0.168535698,Other,Control,D14,,,
1333,Ruminococcaceae_UCG-008,0.002755511,0.027555106,Other,Control,D14,,,
1334,Ruminococcaceae_UCG-010,0.002623286,0.026232858,Other,Control,D14,,,
1335,Ruminococcaceae_UCG-014,0.009472402,0.09472402,Other,Control,D14,,,
1336,Ruminococcaceae_unclassified,0.010479667,0.10479667,Other,Control,D14,,,
1337,Ruminococcus_1,0.004665387,0.04665387,Other,Control,D14,,,
1338,Ruminococcus_2,0.01142451,0.114245103,Other,Control,D14,,,
1339,Solobacterium,0.008397113,0.083971126,Other,Control,D14,,,
1340,Sphingobacterium,0.000653357,0.006533568,Other,Control,D14,,,
1341,Staphylococcus,0.02065615,0.206561497,Other,Control,D14,,,
1342,Streptococcus,0.894869388,8.94869388,Streptococcus,Control,D14,,,
1343,Subdoligranulum,0.018150543,0.181505433,Other,Control,D14,,,
1344,Succiniclasticum,0.000990813,0.00990813,Other,Control,D14,,,
1345,Succinivibrionaceae_unclassified,0.017043822,0.170438222,Other,Control,D14,,,
1346,Syntrophococcus,0.00585525,0.058552499,Other,Control,D14,,,
1347,Terrisporobacter,0.0756438,0.756438,Other,Control,D14,,,
1348,Treponema_2,0.014669538,0.146695381,Other,Control,D14,,,
1349,Turicibacter,0.04941877,0.494187695,Other,Control,D14,,,
1350,uncultured,0.036941794,0.369417938,Other,Control,D14,,,
1351,uncultured.1,0.021145182,0.211451821,Other,Control,D14,,,
1352,uncultured.2,0.012102463,0.12102463,Other,Control,D14,,,
1353,Veillonella,0.004784509,0.047845091,Other,Control,D14,,,
1354,Veillonellaceae_unclassified,0.014969028,0.149690281,Other,Control,D14,,,
1355,Weeksellaceae_unclassified,1.159255627,11.59255627,Weeksellaceae_unclassified,Control,D14,,,
1356,Weissella,0.186027105,1.860271054,Weissella,Control,D14,,,
1357,Acinetobacter,0.034061013,0.486585902,Other,IAV,D21,,,
1358,Actinobacillus,0.551705894,7.881512774,Actinobacillus,IAV,D21,,,
1359,Actinomyces,0.000491686,0.00702408,Other,IAV,D21,,,
1360,Aerococcus,0.039659985,0.566571213,Other,IAV,D21,,,
1361,Agathobacter,0.035206893,0.502955616,Other,IAV,D21,,,
1362,Alloprevotella,0.024873845,0.35534065,Other,IAV,D21,,,
1363,Anaerococcus,0.0007013,0.010018572,Other,IAV,D21,,,
1364,Anaerovibrio,0.005644034,0.080629055,Other,IAV,D21,,,
1365,Bacteria_unclassified,0.005561573,0.079451045,Other,IAV,D21,,,
1366,Bacteroidales_unclassified,0.003082323,0.044033189,Other,IAV,D21,,,
1367,Bacteroides,0.002125646,0.030366378,Other,IAV,D21,,,
1368,Bergeyella,0.002382118,0.034030262,Other,IAV,D21,,,
1369,Blautia,0.0570454,0.814934283,Other,IAV,D21,,,
1370,Brachybacterium,0.002058079,0.029401131,Other,IAV,D21,,,
1371,Burkholderiaceae_unclassified,0.007354778,0.105068257,Other,IAV,D21,,,
1372,Carnobacteriaceae_unclassified,0.288339721,4.119138871,Carnobacteriaceae_unclassified,IAV,D21,,,
1373,Catenibacterium,0.004139058,0.059129398,Other,IAV,D21,,,
1374,Catenisphaera,0.00463219,0.066174149,Other,IAV,D21,,,
1375,Christensenellaceae_R-7_group,0.01009051,0.144150148,Other,IAV,D21,,,
1376,Chryseobacterium,0.05459783,0.779968993,Other,IAV,D21,,,
1377,Clostridiales_unclassified,0.003028156,0.043259369,Other,IAV,D21,,,
1378,Clostridiales_vadinBB60_group_ge,0.000655331,0.009361865,Other,IAV,D21,,,
1379,Clostridium_sensu_stricto_1,0.081224574,1.160351059,Clostridium_sensu_stricto_1,IAV,D21,,,
1380,Clostridium_sensu_stricto_6,0.009416715,0.134524495,Other,IAV,D21,,,
1381,Collinsella,0.019054208,0.272202973,Other,IAV,D21,,,
1382,Coprococcus_1,0.008279335,0.118276217,Other,IAV,D21,,,
1383,Coprococcus_3,0.004493773,0.064196754,Other,IAV,D21,,,
1384,Corynebacterium_1,0.006727988,0.096114111,Other,IAV,D21,,,
1385,Dialister,0.001325126,0.018930366,Other,IAV,D21,,,
1386,Dorea,0.007115354,0.101647917,Other,IAV,D21,,,
1387,Eggerthellaceae_unclassified,0.012405945,0.177227787,Other,IAV,D21,,,
1388,Empedobacter,0.00080687,0.011526717,Other,IAV,D21,,,
1389,Enhydrobacter,0.048484697,0.692638524,Other,IAV,D21,,,
1390,Enterobacteriaceae_unclassified,0.006626821,0.094668871,Other,IAV,D21,,,
1391,Enterococcus,0.01496832,0.213833146,Other,IAV,D21,,,
1392,Erysipelotrichaceae_unclassified,0.001522572,0.021751029,Other,IAV,D21,,,
1393,Escherichia-Shigella,0.003497332,0.049961888,Other,IAV,D21,,,
1394,Faecalibacterium,0.018898543,0.269979191,Other,IAV,D21,,,
1395,Family_XIII_AD3011_group,0.008209527,0.117278961,Other,IAV,D21,,,
1396,Family_XIII_ge,0.006130963,0.08758518,Other,IAV,D21,,,
1397,Fusobacterium,0.002129888,0.030426977,Other,IAV,D21,,,
1398,Holdemanella,0.00191595,0.027370715,Other,IAV,D21,,,
1399,Intestinibacter,0.003081535,0.044021932,Other,IAV,D21,,,
1400,Lachnospiraceae_AC2044_group,0,0,Other,IAV,D21,,,
1401,Lachnospiraceae_ge,0.016747635,0.239251929,Other,IAV,D21,,,
1402,Lachnospiraceae_NK4A136_group,0.006745211,0.096360163,Other,IAV,D21,,,
1403,Lachnospiraceae_unclassified,0.027527357,0.393247956,Other,IAV,D21,,,
1404,Lachnospiraceae_XPB1014_group,0.004014349,0.05734784,Other,IAV,D21,,,
1405,Lactobacillus,0.048251515,0.689307353,Other,IAV,D21,,,
1406,Lactococcus,0.076448001,1.092114305,Lactococcus,IAV,D21,,,
1407,Leuconostoc,0.001304643,0.018637758,Other,IAV,D21,,,
1408,Marvinbryantia,0.006137456,0.08767794,Other,IAV,D21,,,
1409,Megasphaera,0.062756159,0.896516558,Other,IAV,D21,,,
1410,Mogibacterium,0.017301721,0.247167437,Other,IAV,D21,,,
1411,Mollicutes_RF39_ge,0.00453661,0.064808713,Other,IAV,D21,,,
1412,Moraxella,2.407277823,34.38968318,Moraxella,IAV,D21,,,
1413,Moraxellaceae_unclassified,0.000635622,0.009080318,Other,IAV,D21,,,
1414,Muribaculaceae_ge,0.009365696,0.133795657,Other,IAV,D21,,,
1415,Muribaculaceae_unclassified,0.000484851,0.006926447,Other,IAV,D21,,,
1416,Neisseriaceae_unclassified,0.173915323,2.48450462,Neisseriaceae_unclassified,IAV,D21,,,
1417,Olsenella,0.040826024,0.58322891,Other,IAV,D21,,,
1418,Oscillospira,0.00648951,0.092707281,Other,IAV,D21,,,
1419,Parabacteroides,0.002172166,0.03103094,Other,IAV,D21,,,
1420,Parvimonas,0.000974157,0.013916529,Other,IAV,D21,,,
1421,Pasteurellaceae_unclassified,0.000907545,0.012964922,Other,IAV,D21,,,
1422,Pediococcus,0.014071114,0.201015913,Other,IAV,D21,,,
1423,Peptococcus,0.003781482,0.054021175,Other,IAV,D21,,,
1424,Peptostreptococcus,0.001825249,0.026074983,Other,IAV,D21,,,
1425,Phascolarctobacterium,0.060147721,0.859253161,Other,IAV,D21,,,
1426,Porphyromonas,0.002548654,0.036409343,Other,IAV,D21,,,
1427,Prevotella_1,0.028827615,0.411823071,Other,IAV,D21,,,
1428,Prevotella_2,0.011168244,0.159546339,Other,IAV,D21,,,
1429,Prevotella_7,0.020007907,0.285827241,Other,IAV,D21,,,
1430,Prevotella_9,0.403821447,5.76887782,Prevotella_9,IAV,D21,,,
1431,Prevotellaceae_NK3B31_group,0.056651678,0.809309691,Other,IAV,D21,,,
1432,Prevotellaceae_UCG-001,0.002399459,0.034277979,Other,IAV,D21,,,
1433,Prevotellaceae_UCG-003,0.003819735,0.054567644,Other,IAV,D21,,,
1434,Prevotellaceae_unclassified,0.042810482,0.61157832,Other,IAV,D21,,,
1435,Pseudoramibacter,0.00513483,0.073354716,Other,IAV,D21,,,
1436,Rikenellaceae_RC9_gut_group,0.010754342,0.153633456,Other,IAV,D21,,,
1437,Romboutsia,0.016293005,0.232757215,Other,IAV,D21,,,
1438,Roseburia,0.001192914,0.017041633,Other,IAV,D21,,,
1439,Rothia,0.004837324,0.069104631,Other,IAV,D21,,,
1440,Ruminiclostridium_5,0.004258455,0.060835072,Other,IAV,D21,,,
1441,Ruminiclostridium_9,0.002584915,0.03692735,Other,IAV,D21,,,
1442,Ruminococcaceae_ge,0.009154259,0.130775132,Other,IAV,D21,,,
1443,Ruminococcaceae_NK4A214_group,0.007228172,0.103259606,Other,IAV,D21,,,
1444,Ruminococcaceae_UCG-002,0.014735968,0.210513826,Other,IAV,D21,,,
1445,Ruminococcaceae_UCG-005,0.011639004,0.166271482,Other,IAV,D21,,,
1446,Ruminococcaceae_UCG-008,0.00608908,0.086986855,Other,IAV,D21,,,
1447,Ruminococcaceae_UCG-010,0.002069946,0.029570658,Other,IAV,D21,,,
1448,Ruminococcaceae_UCG-014,0.016362404,0.233748625,Other,IAV,D21,,,
1449,Ruminococcaceae_unclassified,0.013531192,0.193302747,Other,IAV,D21,,,
1450,Ruminococcus_1,0.007494874,0.107069623,Other,IAV,D21,,,
1451,Ruminococcus_2,0.007227382,0.103248311,Other,IAV,D21,,,
1452,Solobacterium,0.001692129,0.024173269,Other,IAV,D21,,,
1453,Sphingobacterium,0.009521298,0.13601855,Other,IAV,D21,,,
1454,Staphylococcus,0.004256972,0.06081389,Other,IAV,D21,,,
1455,Streptococcus,0.612706359,8.75294798,Streptococcus,IAV,D21,,,
1456,Subdoligranulum,0.013632273,0.194746761,Other,IAV,D21,,,
1457,Succiniclasticum,0.043947336,0.627819082,Other,IAV,D21,,,
1458,Succinivibrionaceae_unclassified,0.010738292,0.153404174,Other,IAV,D21,,,
1459,Syntrophococcus,0.014637363,0.209105182,Other,IAV,D21,,,
1460,Terrisporobacter,0.080112719,1.144467417,Terrisporobacter,IAV,D21,,,
1461,Treponema_2,0.014035033,0.200500464,Other,IAV,D21,,,
1462,Turicibacter,0.020769427,0.296706106,Other,IAV,D21,,,
1463,uncultured,0.028009492,0.400135595,Other,IAV,D21,,,
1464,uncultured.1,0.026821047,0.383157809,Other,IAV,D21,,,
1465,uncultured.2,0.006484699,0.092638558,Other,IAV,D21,,,
1466,Veillonella,0.001523664,0.021766633,Other,IAV,D21,,,
1467,Veillonellaceae_unclassified,0.068628136,0.980401946,Other,IAV,D21,,,
1468,Weeksellaceae_unclassified,0.736767632,10.52525189,Weeksellaceae_unclassified,IAV,D21,,,
1469,Weissella,0.038908352,0.555833606,Other,IAV,D21,,,
1470,Acinetobacter,0.013300326,0.133003256,Other,Control,D21,,,
1471,Actinobacillus,0.389908744,3.89908744,Actinobacillus,Control,D21,,,
1472,Actinomyces,0.007170439,0.071704392,Other,Control,D21,,,
