Group,SRD129_P152_N_D0,SRD129_P152_N_D1,SRD129_P152_N_D10,SRD129_P152_N_D14,SRD129_P152_N_D21,SRD129_P152_N_D3,SRD129_P152_N_D36,SRD129_P152_N_D42,SRD129_P152_N_D7,SRD129_P153_N_D0,SRD129_P153_N_D1,SRD129_P153_N_D10,SRD129_P153_N_D14,SRD129_P153_N_D21,SRD129_P153_N_D3,SRD129_P153_N_D36,SRD129_P153_N_D42,SRD129_P153_N_D7,SRD129_P154_N_D0,SRD129_P154_N_D1,SRD129_P154_N_D10,SRD129_P154_N_D14,SRD129_P154_N_D21,SRD129_P154_N_D3,SRD129_P154_N_D36,SRD129_P154_N_D42,SRD129_P154_N_D7,SRD129_P156_N_D0,SRD129_P156_N_D1,SRD129_P156_N_D10,SRD129_P156_N_D14,SRD129_P156_N_D21,SRD129_P156_N_D3,SRD129_P156_N_D36,SRD129_P156_N_D42,SRD129_P156_N_D7,SRD129_P157_N_D0,SRD129_P157_N_D1,SRD129_P157_N_D10,SRD129_P157_N_D14,SRD129_P157_N_D21,SRD129_P157_N_D3,SRD129_P157_N_D36,SRD129_P157_N_D42,SRD129_P157_N_D7,SRD129_P159_N_D0,SRD129_P159_N_D1,SRD129_P159_N_D10,SRD129_P159_N_D14,SRD129_P159_N_D21,SRD129_P159_N_D3,SRD129_P159_N_D36,SRD129_P159_N_D42,SRD129_P159_N_D7,SRD129_P160_N_D0,SRD129_P160_N_D1,SRD129_P160_N_D10,SRD129_P160_N_D14,SRD129_P160_N_D21,SRD129_P160_N_D3,SRD129_P160_N_D36,SRD129_P160_N_D42,SRD129_P160_N_D7,SRD129_P162_N_D0,SRD129_P162_N_D1,SRD129_P162_N_D10,SRD129_P162_N_D14,SRD129_P162_N_D21,SRD129_P162_N_D3,SRD129_P162_N_D36,SRD129_P162_N_D42,SRD129_P162_N_D7,SRD129_P163_N_D0,SRD129_P163_N_D1,SRD129_P163_N_D10,SRD129_P163_N_D14,SRD129_P163_N_D21,SRD129_P163_N_D3,SRD129_P163_N_D36,SRD129_P163_N_D42,SRD129_P163_N_D7,SRD129_P164_N_D0,SRD129_P164_N_D1,SRD129_P164_N_D10,SRD129_P164_N_D14,SRD129_P164_N_D21,SRD129_P164_N_D3,SRD129_P164_N_D36,SRD129_P164_N_D42,SRD129_P164_N_D7,SRD129_P165_N_D0,SRD129_P165_N_D1,SRD129_P165_N_D10,SRD129_P165_N_D14,SRD129_P165_N_D21,SRD129_P165_N_D3,SRD129_P165_N_D36,SRD129_P165_N_D42,SRD129_P165_N_D7,SRD129_P166_N_D0,SRD129_P166_N_D1,SRD129_P166_N_D10,SRD129_P166_N_D14,SRD129_P166_N_D21,SRD129_P166_N_D3,SRD129_P166_N_D36,SRD129_P166_N_D42,SRD129_P166_N_D7,SRD129_P167_N_D0,SRD129_P167_N_D1,SRD129_P167_N_D10,SRD129_P167_N_D14,SRD129_P167_N_D21,SRD129_P167_N_D3,SRD129_P167_N_D36,SRD129_P167_N_D42,SRD129_P167_N_D7,SRD129_P168_N_D0,SRD129_P168_N_D1,SRD129_P168_N_D10,SRD129_P168_N_D14,SRD129_P168_N_D21,SRD129_P168_N_D3,SRD129_P168_N_D36,SRD129_P168_N_D42,SRD129_P168_N_D7,SRD129_P169_N_D0,SRD129_P169_N_D1,SRD129_P169_N_D10,SRD129_P169_N_D14,SRD129_P169_N_D21,SRD129_P169_N_D3,SRD129_P169_N_D36,SRD129_P169_N_D42,SRD129_P169_N_D7,SRD129_P170_N_D0,SRD129_P170_N_D1,SRD129_P170_N_D10,SRD129_P170_N_D14,SRD129_P170_N_D21,SRD129_P170_N_D3,SRD129_P170_N_D36,SRD129_P170_N_D42,SRD129_P170_N_D7,SRD129_P171_N_D0,SRD129_P171_N_D1,SRD129_P171_N_D10,SRD129_P171_N_D14,SRD129_P171_N_D21,SRD129_P171_N_D3,SRD129_P171_N_D36,SRD129_P171_N_D42,SRD129_P171_N_D7
Otu0039,0,0,0,11,20,0,25,3,0,0,0,0,14,18,0,6,6,0,0,0,0,38,33,0,5,10,0,0,0,1,5,24,0,10,0,0,0,0,0,22,22,0,9,7,0,0,0,0,8,17,0,3,6,0,0,0,0,21,27,1,4,5,0,1,0,1,7,8,0,118,74,2,0,0,0,2,12,1,55,19,1,0,0,0,1,13,0,20,17,1,0,0,0,4,3,0,13,45,4,0,0,1,3,3,0,31,4,0,0,0,1,0,6,0,18,15,0,0,0,0,4,14,20,119,20,7,0,0,0,1,7,0,21,4,0,0,0,0,9,7,1,35,10,3,0,0,1,21,11,0,33,11,0
Otu0040,0,0,29,1,14,5,9,19,3,3,0,6,1,14,10,2,2,0,1,1,14,2,17,16,20,8,3,1,1,3,2,13,13,5,1,1,0,0,6,4,8,12,16,8,2,1,3,10,1,9,4,11,9,4,2,1,4,10,21,25,10,16,0,4,2,7,2,14,11,4,5,6,42,11,18,7,13,16,3,2,9,14,1,7,2,25,17,0,1,1,16,2,5,5,7,8,0,0,3,10,0,5,11,9,7,1,3,2,6,1,3,1,11,3,1,1,3,17,7,5,28,8,11,4,6,1,7,6,0,4,8,18,4,4,2,4,0,4,9,13,23,2,6,3,1,0,5,5,10,8,3,0,4
Otu0041,1,1,3,3,11,1,0,0,0,0,1,0,9,21,0,1,0,1,0,1,7,15,34,2,0,0,2,1,0,0,7,16,1,0,0,1,0,0,0,16,15,3,0,0,2,0,0,1,16,31,5,0,0,2,0,4,5,23,31,2,0,0,2,9,7,19,20,1,13,0,0,43,2,11,21,25,0,39,0,0,18,5,7,7,15,0,4,0,0,6,1,3,2,7,2,7,0,0,27,0,2,4,14,0,12,0,0,22,3,2,5,9,2,5,0,0,6,0,0,8,19,3,18,0,0,11,3,5,0,1,1,19,0,0,8,3,6,8,17,3,22,0,0,38,2,1,4,36,1,20,0,0,20
Otu0042,4,1,5,7,13,3,4,20,0,3,4,5,7,5,6,3,4,0,3,6,4,14,13,11,10,14,0,7,11,11,14,13,13,2,0,2,9,4,5,17,7,13,7,0,2,5,3,2,11,4,7,1,6,2,4,3,2,26,9,0,8,4,2,12,4,7,16,12,6,17,1,9,22,12,8,26,5,28,3,5,8,7,2,2,8,3,11,0,1,5,5,0,2,8,11,5,2,3,3,8,2,2,4,4,6,1,0,3,20,1,3,13,6,5,1,1,0,25,4,8,23,15,20,18,7,7,4,4,1,3,5,9,1,1,2,5,2,5,24,9,12,1,3,9,0,3,1,22,9,15,7,10,6
Otu0043,0,0,5,19,6,0,5,0,6,0,0,1,19,7,0,0,2,2,0,2,3,36,6,2,1,0,1,1,0,1,6,6,0,0,1,2,0,0,5,38,8,2,1,0,1,0,0,1,20,10,0,0,4,0,0,0,1,30,7,1,2,2,1,15,65,2,3,0,17,2,108,29,11,22,5,3,2,10,5,24,8,3,6,1,0,1,5,2,16,3,3,10,2,2,4,2,0,5,10,1,13,0,0,2,3,0,0,8,2,23,1,1,3,0,0,8,1,24,9,3,0,1,4,6,4,53,1,22,0,0,0,11,0,1,3,4,13,4,5,1,11,2,0,26,12,10,0,4,1,5,2,4,41
Otu0044,11,0,17,2,1,4,2,1,0,10,7,13,6,0,6,0,2,1,9,5,14,3,5,6,0,7,2,11,18,11,0,2,42,0,1,5,6,2,6,4,2,13,0,4,8,9,1,9,0,2,2,0,4,3,6,2,11,5,1,2,1,77,3,19,7,24,4,1,3,0,0,0,104,9,30,2,0,2,0,0,0,15,2,18,1,0,3,0,0,0,22,1,6,1,0,0,0,0,0,14,0,6,0,0,3,0,0,0,20,0,1,0,0,0,0,0,0,114,3,17,2,0,1,0,0,0,2,1,3,0,0,2,0,0,0,12,4,14,2,0,4,0,0,1,4,1,8,2,0,0,0,0,0
Otu0045,4,0,19,5,1,4,5,0,0,5,6,0,7,1,3,0,4,2,12,8,4,5,5,1,2,2,0,3,5,0,3,1,1,3,1,3,8,0,3,6,0,2,0,0,9,2,2,1,8,2,1,1,16,7,3,3,3,64,2,1,2,1,3,7,7,6,13,0,10,23,1,4,10,6,27,11,3,9,12,0,3,3,3,4,1,2,4,2,1,0,11,1,2,6,1,1,2,2,4,7,0,3,2,0,4,1,1,3,1,4,26,7,1,0,2,1,0,24,56,5,47,2,4,38,0,5,2,3,1,1,2,12,2,2,2,5,0,12,21,0,13,8,0,4,0,2,2,6,1,2,5,0,7
Otu0046,2,1,13,36,9,0,38,14,0,1,3,1,2,4,0,16,1,0,1,2,8,9,9,3,77,4,0,1,1,2,10,11,0,3,1,0,0,3,1,9,5,2,126,2,0,2,1,2,2,5,0,29,1,0,1,1,4,20,7,0,64,4,0,0,0,4,7,14,4,42,3,0,1,1,7,5,6,1,18,3,2,1,1,4,3,15,0,6,8,0,0,0,4,5,6,0,3,4,0,0,0,1,2,0,0,17,8,0,0,0,3,5,7,0,9,0,0,0,0,6,25,11,2,44,11,1,1,1,0,1,9,6,23,15,0,0,1,2,11,5,1,11,29,0,0,0,2,14,6,1,39,35,2
Otu0047,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,0,4,3,0,0,0,0,0,1,0,60,7,0,0,0,0,0,0,2,9,5,0,8,28,1,1,15,7,59,3,13,4,31,0,0,12,6,22,1,12,1,19,1,1,13,8,18,9,47,3,4,0,3,16,0,12,3,12,2,5,0,0,8,5,16,0,10,2,14,1,2,7,3,10,1,7,9,13,0,1,16,4,72,5,20,3,18,0,1,5,3,13,0,6,3,16,0,5,11,12,25,2,11,6,10,1,2,9,6,21,2,17
Otu0048,4,0,10,2,5,7,4,2,0,7,6,4,1,7,15,1,2,1,2,3,10,9,6,15,7,13,3,4,1,9,5,7,14,1,1,2,3,3,4,8,8,17,6,1,7,4,1,1,0,8,14,4,7,6,1,3,3,9,6,13,2,5,4,10,5,10,3,5,16,2,3,6,5,8,15,13,5,21,2,0,10,2,1,10,5,5,9,1,2,7,3,2,3,4,5,5,0,2,8,1,2,2,3,2,4,0,0,4,17,4,6,3,4,6,0,2,3,6,1,9,6,10,20,3,0,12,1,2,7,1,4,18,1,0,3,5,3,5,13,6,19,0,3,26,0,0,10,10,1,29,4,1,13
Otu0049,14,9,2,9,12,11,5,7,2,8,5,5,1,8,13,1,0,1,9,9,11,5,12,24,14,3,0,8,12,2,2,7,17,1,0,0,5,5,5,3,10,26,16,2,0,5,0,2,3,8,8,4,0,1,1,2,2,6,12,16,7,0,0,8,17,3,11,7,11,0,2,2,18,8,3,9,4,19,1,0,11,2,4,1,5,16,15,0,0,4,9,10,1,2,0,4,1,0,1,4,0,4,3,2,6,3,0,4,4,6,2,6,5,4,1,1,1,10,6,6,13,7,13,4,0,4,5,7,1,2,4,17,1,0,2,7,6,0,6,1,15,1,5,5,0,3,0,5,6,12,1,0,4
Otu0050,0,0,9,3,19,3,20,7,2,1,1,2,3,12,5,15,1,2,0,1,10,4,20,9,49,6,0,0,2,2,4,19,2,7,1,1,0,1,2,6,14,16,63,2,1,1,0,0,2,11,4,23,2,0,0,2,8,5,19,7,39,1,0,3,3,0,2,20,6,7,5,1,1,1,4,4,5,8,6,2,3,2,3,5,4,24,16,2,1,3,0,0,3,1,11,7,0,4,0,2,1,1,2,9,7,11,5,1,1,0,1,2,7,1,0,3,2,1,0,5,11,13,6,18,3,0,0,1,2,3,10,5,30,2,2,1,0,2,2,10,10,17,15,1,0,0,2,1,7,4,41,3,0
Otu0051,0,0,4,6,3,0,2,0,0,1,0,4,13,9,2,4,20,0,0,1,3,44,10,2,3,27,0,0,0,5,4,3,0,7,5,0,0,0,4,21,0,0,3,7,1,0,0,2,17,3,0,0,20,0,0,0,3,9,6,1,4,4,1,6,8,21,28,5,22,6,34,5,5,14,33,16,1,10,0,15,14,5,2,4,2,6,2,2,9,5,0,3,5,7,3,1,0,9,1,3,0,1,5,2,2,2,1,0,1,4,6,5,7,2,0,16,2,6,4,12,9,9,4,6,5,6,2,0,2,2,7,3,1,5,2,3,4,7,10,4,6,2,1,10,0,0,3,28,3,2,3,2,16
Otu0052,0,0,4,1,1,0,3,1,0,0,0,1,0,1,0,0,14,1,0,0,1,2,0,0,0,22,0,0,0,1,0,1,0,0,9,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,1,3,1,0,0,5,0,14,13,18,22,0,23,5,158,6,5,4,21,13,3,26,2,26,5,5,2,6,8,0,8,0,31,2,2,1,3,12,6,3,0,51,3,3,2,3,5,1,7,3,6,6,2,5,1,7,4,2,0,50,3,10,3,8,24,6,12,1,15,3,4,4,1,3,3,10,1,7,1,4,2,6,11,5,12,0,11,13,7,4,0,22,0,10,1,8,21
Otu0053,2,0,15,2,4,0,3,27,1,0,2,5,0,1,5,7,8,0,0,4,7,1,5,4,14,25,2,1,11,1,0,3,2,2,9,0,1,1,1,2,4,5,27,7,0,0,0,1,3,2,1,5,12,0,0,0,8,1,5,2,9,7,0,3,2,1,1,3,10,27,5,2,23,2,4,7,4,4,8,3,0,7,2,1,5,3,17,8,6,0,3,1,1,2,0,2,6,5,0,2,1,2,12,8,4,5,20,1,1,0,3,4,6,4,3,5,0,14,1,5,24,5,3,26,31,0,2,0,1,2,5,2,24,15,0,0,0,0,3,4,12,6,63,1,1,1,4,6,3,5,26,27,1
Otu0054,0,0,0,1,13,0,16,7,0,0,0,1,0,21,1,7,9,0,1,0,2,0,24,1,26,6,0,0,0,0,0,22,0,10,1,0,0,0,0,0,23,4,66,2,0,0,0,0,0,32,0,23,5,0,0,0,1,1,52,0,48,2,0,0,1,1,1,9,25,3,0,4,0,2,4,0,22,26,8,0,3,0,0,1,0,10,11,0,0,0,0,0,0,0,12,10,0,0,1,0,0,0,0,10,13,2,0,0,0,1,0,0,12,11,0,0,3,0,0,0,0,14,15,6,0,4,0,0,0,0,19,5,0,0,0,0,1,2,0,18,15,0,0,1,0,1,0,0,15,7,2,0,2
Otu0055,0,4,2,5,2,4,7,15,0,3,2,2,3,0,3,8,2,0,4,5,2,2,6,9,20,14,0,4,4,3,5,4,3,2,0,3,2,1,3,5,1,16,12,2,2,3,0,1,3,3,6,8,8,2,2,2,2,7,4,10,11,6,4,2,4,9,10,9,8,0,0,16,7,8,9,17,7,20,3,0,14,3,2,3,9,6,7,0,0,1,2,3,0,7,5,7,0,0,5,2,1,0,6,5,2,2,0,4,11,2,1,13,11,3,0,1,1,3,2,12,21,13,14,10,0,6,1,4,0,1,4,5,1,0,4,2,4,2,20,8,18,1,2,10,0,1,3,14,8,17,1,2,6
Otu0056,6,4,3,12,1,0,4,46,0,3,1,0,3,2,6,2,12,0,4,9,4,2,4,8,3,7,0,2,4,0,17,1,3,1,2,0,2,2,1,6,0,10,23,5,2,4,5,0,1,2,3,8,5,1,0,1,0,21,0,6,24,19,0,10,2,5,2,5,6,7,14,1,10,6,3,6,1,17,6,11,1,6,4,3,1,8,6,0,3,0,2,2,2,1,0,2,0,11,0,0,0,5,1,1,3,2,40,0,0,0,5,5,3,2,0,5,1,1,4,4,12,5,7,6,25,3,1,1,0,0,3,9,16,22,0,4,4,3,2,5,13,10,43,0,2,0,3,3,6,2,13,43,2
Otu0057,2,1,1,8,8,1,2,2,1,3,3,0,4,7,5,5,0,1,5,5,0,7,13,1,0,5,0,3,3,1,7,11,3,2,2,1,5,1,1,5,8,6,3,2,1,0,1,2,2,7,0,0,3,0,0,3,3,13,16,0,2,0,0,3,4,1,13,5,17,9,0,18,3,7,8,10,12,17,2,1,7,1,5,1,11,4,13,3,1,2,0,3,1,11,10,4,0,2,8,0,1,5,2,4,3,1,0,7,7,3,3,4,5,7,0,0,2,6,1,5,19,20,16,7,1,7,3,2,0,1,6,15,1,0,2,2,4,3,7,3,19,5,2,13,0,1,0,16,8,18,2,1,5
Otu0058,0,0,5,109,3,0,0,0,3,0,3,8,56,1,1,0,1,1,0,1,7,69,3,1,7,0,6,0,0,10,34,2,0,2,1,18,1,0,3,80,9,2,6,0,1,0,0,0,38,149,0,100,10,7,0,0,2,78,15,0,11,4,7,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,8,0,0,3,0,0,10,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,0,0,2,2,0,0,0,1,0,5,1,1,0,0,0,0,0,0,1,0,4,2,1,1,0,2
Otu0059,3,0,1,3,3,1,6,21,1,2,0,1,0,1,1,3,2,2,3,3,3,0,8,1,24,7,0,3,0,0,15,4,7,0,1,0,3,4,2,8,2,4,35,4,3,1,0,3,3,3,1,10,2,0,2,3,3,7,0,8,13,26,1,1,3,2,2,1,5,28,8,1,3,5,2,2,1,5,4,3,0,3,0,1,2,0,2,7,2,0,6,0,0,4,1,1,6,9,1,1,2,1,1,1,3,7,28,0,0,0,3,7,3,3,3,4,0,5,0,7,2,7,4,25,50,1,1,0,2,0,5,6,29,16,0,3,2,4,13,7,3,4,50,2,0,0,1,10,4,2,23,24,1
Otu0060,1,0,3,4,4,1,11,3,0,2,3,6,8,12,0,2,30,0,2,2,6,29,11,1,5,45,0,1,0,2,5,14,4,2,2,2,1,0,6,7,4,6,5,10,3,0,0,0,2,11,2,0,20,0,1,0,2,10,10,1,1,3,6,6,3,15,22,3,6,5,47,4,2,3,4,26,6,4,0,8,6,1,0,6,8,6,4,0,8,3,0,1,3,4,9,0,1,10,4,2,0,7,3,0,1,1,0,0,0,0,2,11,8,1,1,8,0,10,0,5,18,11,2,7,2,4,0,2,5,1,4,3,0,4,0,1,0,7,15,1,4,0,2,2,1,0,6,11,10,1,0,0,6
Otu0061,0,16,1,3,6,2,9,0,0,1,0,0,11,4,0,1,5,2,3,2,2,12,13,2,4,8,0,1,0,2,5,10,1,4,1,1,0,0,0,7,7,1,7,2,2,1,0,1,4,8,3,2,10,1,1,1,0,15,12,3,6,5,0,4,6,6,3,0,7,38,45,8,7,3,8,1,5,2,13,13,4,3,0,2,2,1,1,2,12,3,0,2,3,1,1,8,1,15,4,0,25,1,0,0,0,7,21,1,1,1,1,0,1,1,4,11,0,1,1,6,1,2,11,40,27,11,0,1,0,1,0,6,2,4,0,1,2,0,1,1,6,10,7,4,1,1,3,1,2,5,9,20,8
Otu0062,0,0,0,0,0,0,6,14,0,2,0,0,0,0,0,4,6,0,2,0,0,0,0,2,32,12,0,1,1,0,0,0,0,1,2,0,1,1,0,0,0,4,45,0,0,0,0,0,0,1,0,15,1,0,0,1,0,3,4,0,31,2,0,0,1,0,0,0,0,26,9,0,54,1,0,0,0,0,26,7,0,6,0,0,0,0,0,3,12,1,8,0,0,1,0,0,5,14,0,11,0,0,0,0,0,5,30,0,6,0,0,0,0,0,8,7,0,26,0,0,0,0,0,12,65,0,3,0,0,0,0,0,4,14,0,3,0,0,0,0,2,8,110,1,4,0,0,0,0,0,9,49,0
Otu0063,2,2,7,6,4,9,0,4,0,8,1,4,3,3,13,1,1,0,3,2,5,1,12,22,1,0,1,3,2,0,7,2,21,0,0,2,4,4,1,5,6,22,1,1,5,1,0,1,1,3,6,0,0,0,0,6,5,8,3,11,2,0,1,9,6,3,2,4,15,0,0,1,6,7,7,1,2,18,0,0,9,5,5,2,5,2,28,0,0,2,1,4,0,3,3,8,0,0,7,1,1,1,6,0,5,0,0,11,2,3,2,4,1,6,0,0,6,5,2,0,7,6,19,1,0,6,2,4,0,1,1,27,0,0,4,1,2,3,3,2,40,0,0,10,2,0,6,10,3,13,0,0,5
Otu0064,1,0,16,8,11,0,7,10,0,3,0,2,3,11,5,3,2,1,2,1,5,12,17,4,23,7,0,2,2,0,5,8,9,2,1,2,0,1,4,8,12,9,20,5,0,3,0,1,0,5,1,5,6,0,0,2,2,11,6,7,7,41,1,0,1,14,6,6,4,6,2,5,10,0,14,2,5,6,10,0,5,0,0,4,3,14,2,3,1,2,5,0,4,4,2,3,4,0,1,1,0,3,6,3,3,6,1,2,0,1,4,5,2,2,2,0,0,3,0,14,11,12,1,8,1,2,3,0,2,1,3,3,3,0,0,0,0,3,5,5,11,2,2,4,1,1,4,5,3,5,4,2,1
Otu0065,9,1,4,3,5,3,2,7,2,4,8,1,9,4,0,0,1,2,12,11,6,4,7,11,4,1,0,8,7,0,11,8,1,0,1,1,6,6,8,13,4,8,3,6,2,2,1,3,15,1,5,1,3,1,3,3,1,34,7,2,3,3,1,4,8,1,14,4,2,1,2,5,1,9,8,14,4,5,0,0,7,1,1,1,5,11,4,0,1,1,6,3,8,8,8,1,0,1,2,1,1,0,10,4,2,0,1,0,6,4,3,10,1,15,0,0,0,7,2,0,8,16,2,1,7,0,1,0,0,3,6,2,0,0,0,4,1,0,8,5,7,0,11,6,0,0,1,10,3,3,1,8,2
Otu0066,1,0,0,0,0,0,9,26,0,0,1,0,0,2,0,14,1,0,2,0,0,0,2,0,54,8,0,0,1,0,0,4,1,5,4,0,0,0,0,0,1,0,61,4,0,2,0,0,0,1,0,22,5,0,0,1,0,0,4,0,53,4,0,1,0,1,1,1,0,9,2,0,48,1,5,1,0,0,4,0,0,5,0,2,2,0,0,2,0,0,9,1,1,1,1,0,1,2,0,8,0,2,1,0,0,5,2,0,5,1,1,3,0,0,2,1,0,11,0,5,5,0,0,15,4,0,1,1,1,0,0,0,15,1,0,5,0,0,0,0,1,7,109,0,4,0,2,3,0,0,27,8,0
Otu0067,1,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2,4,9,0,0,2,3,1,1,2,2,9,2,0,2,3,1,0,4,2,1,1,1,1,0,2,4,2,2,0,0,0,1,0,0,2,1,1,3,1,0,1,2,4,0,3,22,8,2,1,0,7,0,0,3,4,23,9,4,4,72,2,2,9,8,11,2,0,0,12,0,0,4,7,5,1,2,0,2,21,0,4,5,7,1,1,0,1,1,0,7,4,8,2,1,0,3,0,0,5,13,18,2,4,0,8,2,0,7,3,4,0,1,1,3,0,0,2,11,16,3,1,1,12,2,0,7,0,0,0,1,1,2,2,0,7
Otu0068,7,3,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,1,52,47,1,4,0,0,0,1,0,19,11,0,1,0,1,1,1,1,7,11,0,1,0,0,0,0,0,5,30,0,0,0,0,0,0,0,13,33,0,0,0,0,0,2,0,4,17,0,3,0,1,0,2,0,34,71,0,1,0,1,0,3,0,13,21,0,2,1,0,0,0,0,19,83,0,0,0,0,1,0,0,46,55,0
Otu0069,1,0,0,0,0,0,0,33,0,0,0,0,0,2,1,0,3,0,0,1,0,0,1,0,0,12,0,0,0,0,1,3,0,1,21,0,1,0,0,0,0,0,0,24,0,0,2,0,0,5,0,0,6,0,0,0,0,1,0,0,0,42,0,0,0,0,0,4,0,22,12,0,5,0,0,1,0,0,7,10,0,4,0,0,0,3,0,4,10,0,0,0,0,0,0,0,1,9,0,4,0,0,1,1,0,7,41,0,1,0,2,1,0,0,4,9,0,2,0,0,2,3,0,10,25,0,1,0,1,0,3,0,15,21,0,0,0,0,1,1,0,3,165,0,0,0,0,0,1,0,26,67,0
Otu0070,4,1,1,8,0,1,1,0,2,5,4,2,5,0,1,0,0,5,5,2,1,13,0,2,0,0,2,3,2,0,1,4,3,0,0,3,4,0,0,5,1,0,0,0,4,0,0,1,8,0,0,0,1,0,1,4,3,33,7,0,0,0,3,4,0,3,50,3,17,7,1,11,3,2,4,12,2,4,0,0,14,2,1,0,8,3,4,1,0,4,1,3,1,9,0,6,2,2,4,1,1,0,2,0,1,1,0,8,0,0,14,6,0,4,0,0,2,8,14,1,9,4,40,4,0,2,2,3,0,0,2,4,2,0,3,1,0,3,7,2,7,0,0,6,0,1,2,2,1,1,1,0,12
Otu0071,1,1,1,2,3,1,3,14,0,3,0,5,1,1,0,3,3,0,0,3,2,1,5,2,10,9,0,3,0,2,1,3,0,2,3,0,2,0,2,4,2,4,5,6,1,0,0,3,0,4,1,4,4,0,2,0,2,1,7,1,4,22,0,6,4,3,1,4,1,32,8,0,14,3,4,3,8,0,5,3,1,2,0,1,2,4,3,1,1,0,6,0,5,2,0,0,3,2,1,5,1,1,1,1,1,4,7,0,3,0,0,2,2,0,3,3,0,15,0,0,3,7,0,24,26,0,1,1,0,1,3,3,7,5,0,5,5,3,4,2,9,6,22,1,0,0,2,5,4,3,21,29,1
Otu0072,7,0,0,0,17,0,9,16,0,6,1,1,1,7,0,8,6,0,2,3,2,1,15,0,19,14,0,3,1,2,1,18,0,10,4,0,1,0,0,5,9,3,45,9,0,5,0,0,1,11,1,11,6,2,2,1,4,4,4,0,27,23,0,0,0,0,1,5,0,4,16,1,6,0,4,1,1,0,1,4,1,1,0,0,1,2,3,1,5,0,1,1,1,1,0,0,0,0,0,1,2,0,0,1,0,2,19,0,0,0,0,2,1,1,1,4,0,1,0,0,0,2,2,6,7,0,0,0,0,0,2,0,21,8,0,0,0,0,4,3,0,7,10,0,0,0,1,0,2,1,8,10,0
Otu0073,0,1,2,3,3,1,4,1,0,0,1,1,4,4,2,5,1,0,2,6,3,5,6,0,14,15,1,2,2,2,6,4,2,3,0,0,1,3,3,3,3,4,18,0,0,0,0,1,1,4,1,11,1,0,1,0,2,12,7,0,13,4,1,1,1,7,1,9,8,21,8,5,3,6,3,6,12,8,6,1,1,0,0,6,3,13,3,3,1,0,0,0,2,5,7,4,3,5,1,1,1,1,1,6,0,4,0,0,0,0,0,1,14,0,8,1,0,2,2,4,11,20,3,17,10,0,0,2,0,4,15,0,10,0,0,0,1,2,2,11,4,6,23,3,1,0,1,11,14,3,8,29,0
Otu0074,5,2,5,1,0,1,0,1,0,3,4,0,0,0,3,0,2,1,6,4,3,0,0,0,1,0,0,56,16,0,0,2,2,0,4,3,1,2,1,1,1,1,0,0,2,1,1,2,0,1,1,0,7,2,0,3,0,7,2,3,1,1,3,37,73,4,0,0,6,2,0,1,5,1,7,2,0,6,0,6,2,5,3,6,0,1,1,0,2,2,4,4,0,7,0,5,0,4,1,1,2,5,3,0,0,0,0,1,0,5,1,0,0,2,0,1,1,1,20,7,4,1,15,2,1,4,2,1,1,0,1,1,0,0,0,7,3,4,2,0,1,1,0,8,0,2,1,1,0,0,1,1,1
Otu0075,2,0,1,22,1,0,6,60,0,0,0,0,1,1,0,11,6,0,0,1,0,3,0,0,15,37,0,1,0,0,34,3,0,3,28,0,0,0,0,7,0,0,26,5,0,0,0,0,7,2,0,9,5,0,0,0,0,23,1,0,4,70,0,0,0,0,0,3,0,4,3,0,0,0,1,0,1,0,1,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,13,0,0,1,0,0,0,0,1,41,0,0,0,0,0,0,0,1,37,0,0,0,0,0,0,0,7,34,0
Otu0076,11,5,5,19,0,3,0,3,0,3,5,1,3,3,3,1,2,0,6,12,4,2,9,5,2,6,2,3,11,0,14,5,5,0,0,0,10,8,0,5,6,8,2,0,1,2,2,2,0,4,4,0,1,0,8,2,0,22,3,5,1,6,0,0,0,0,2,7,1,5,1,4,2,0,3,5,1,2,7,2,1,1,1,1,10,7,1,3,8,0,0,2,1,4,0,2,1,4,0,0,0,2,3,7,0,3,9,0,0,0,1,5,0,0,2,4,2,0,0,1,12,6,0,14,6,0,0,2,1,3,1,2,9,3,1,3,1,1,4,6,5,2,7,3,0,1,1,6,7,5,11,8,2
